"","ID","Date","URL","Y/N - Describes a Lynching?","Notes","Reviewed by TE","Notes from TE","rsw questions","...1","...2","article_id","sn","newspaper_name","year","month","day","page","edition","mod_id","newspaper_state","file_id2","index"
"198",16839,1846-03-25,"https://articleextractor.org/pages/16839/mdu_jalapeno_ver02/sn83009567/1846/03/25/ed-1/seq-1/1",NA,NA,NA,NA,NA,1740,230123,1,"sn83009567","American Republican and Baltimore daily clipper (Baltimore, Md.)",1846,3,25,"seq-1","ed-1",1,"Maryland","16839_1",909
"199",16840,1847-06-30,"https://articleextractor.org/pages/16840/mimtptc_alpena_ver01/sn85026593/1847/06/30/ed-1/seq-1/1",NA,NA,NA,NA,NA,1741,234865,0,"sn85026593","Ypsilanti sentinel (Ypsilanti, Wash...)",1847,6,30,"seq-1","ed-1",1,"Michigan","16840_0",910
"200",16841,1848-04-27,"https://articleextractor.org/pages/16841/vtu_hildene_ver01/sn84023209/1848/04/27/ed-1/seq-3/1",NA,NA,NA,NA,NA,1742,665338,0,"sn84023209","Green-Mountain freeman (Montpelier, Vt.)",1848,4,27,"seq-3","ed-1",1,"Vermont","16841_0",911
"201",16841,1848-04-27,"https://articleextractor.org/pages/16841/vtu_hildene_ver01/sn84023209/1848/04/27/ed-1/seq-3/1",NA,NA,NA,NA,NA,1743,665341,1,"sn84023209","Green-Mountain freeman (Montpelier, Vt.)",1848,4,27,"seq-3","ed-1",1,"Vermont","16841_1",912
"202",16842,1848-04-19,"https://articleextractor.org/pages/16842/lu_diglett_ver01/sn82015378/1848/04/19/ed-1/seq-3/1",NA,NA,NA,NA,NA,1744,226022,0,"sn82015378","The daily crescent ([New Orleans, L...)",1848,4,19,"seq-3","ed-1",1,"Louisiana","16842_0",913
"203",16843,1848-04-28,"https://articleextractor.org/pages/16843/lu_diglett_ver01/sn82015378/1848/04/28/ed-1/seq-2/1",NA,NA,NA,NA,NA,1745,226064,0,"sn82015378","The daily crescent ([New Orleans, L...)",1848,4,28,"seq-2","ed-1",1,"Louisiana","16843_0",914
"204",16844,1848-04-28,"https://articleextractor.org/pages/16844/vtu_adamant_ver01/sn84023127/1848/04/28/ed-1/seq-2/1",NA,NA,NA,NA,NA,1746,652126,0,"sn84023127","Burlington free press (Burlington, Vt.)",1848,4,28,"seq-2","ed-1",1,"Vermont","16844_0",915
"205",16846,1849-02-23,"https://articleextractor.org/pages/16846/ohi_drake_ver01/sn87070038/1849/02/23/ed-1/seq-2/1",NA,NA,NA,NA,NA,1747,482450,0,"sn87070038",NA,1849,2,23,"seq-2","ed-1",1,"Ohio","16846_0",916
"206",16847,1849-03-06,"https://articleextractor.org/pages/16847/iahi_abra_ver01/sn86083352/1849/03/06/ed-1/seq-3/1",NA,NA,NA,NA,NA,1748,80804,0,"sn86083352",NA,1849,3,6,"seq-3","ed-1",1,"Iowa","16847_0",917
"207",16848,1849-03-12,"https://articleextractor.org/pages/16848/lu_diglett_ver01/sn82015378/1849/03/12/ed-1/seq-1/1",NA,NA,NA,NA,NA,1749,226119,0,"sn82015378","The daily crescent ([New Orleans, L...)",1849,3,12,"seq-1","ed-1",1,"Louisiana","16848_0",918
"208",16849,1849-02-22,"https://articleextractor.org/pages/16849/vi_dartmoor_ver03/sn84024649/1849/02/22/ed-1/seq-1/2",NA,NA,NA,NA,NA,1750,630231,0,"sn84024649","Lynchburg Virginian (Lynchburg [Va.])",1849,2,22,"seq-1","ed-1",2,"Virginia","16849_0",919
"209",16850,1849-03-01,"https://articleextractor.org/pages/16850/iahi_abra_ver01/sn82014327/1849/03/01/ed-1/seq-2/1",NA,NA,NA,NA,NA,1751,69194,0,"sn82014327","Burlington hawk-eye (Burlington, Iow...)",1849,3,1,"seq-2","ed-1",1,"Iowa","16850_0",920
"210",16851,1849-02-23,"https://articleextractor.org/pages/16851/ncu_lumber_ver01/sn84026536/1849/02/23/ed-1/seq-4/1",NA,NA,NA,NA,NA,1752,389636,0,"sn84026536","Wilmington journal (Wilmington, N.C...)",1849,2,23,"seq-4","ed-1",1,"North Carolina","16851_0",921
"211",16853,1857-05-21,"https://articleextractor.org/pages/16853/dlc_firedrake_ver01/sn82006534/1857/05/21/ed-1/seq-3/1",NA,NA,NA,NA,NA,1754,45694,0,"sn82006534","The Washington union (City of Washing...)",1857,5,21,"seq-3","ed-1",1,"District of Columbia","16853_0",923
"212",16854,1849-07-26,"https://articleextractor.org/pages/16854/dlc_elf_ver03/sn82003410/1849/07/26/ed-1/seq-3/1",NA,NA,NA,NA,NA,1755,43392,0,"sn82003410","The daily union (Washington [D.C...)",1849,7,26,"seq-3","ed-1",1,"District of Columbia","16854_0",924
"213",16855,1858-04-10,"https://articleextractor.org/pages/16855/dlc_dragon_ver01/sn82014016/1858/04/10/ed-1/seq-2/1",NA,NA,NA,NA,NA,1756,40975,0,"sn82014016","Weekly American (Washington, D.C...)",1858,4,10,"seq-2","ed-1",1,"District of Columbia","16855_0",925
"214",16856,1859-04-02,"https://articleextractor.org/pages/16856/msar_junebug_ver01/sn98021556/1859/04/02/ed-1/seq-2/1",NA,NA,NA,NA,NA,1757,338523,0,"sn98021556","The Yazoo Democrat (Yazoo City, Mis...)",1859,4,2,"seq-2","ed-1",1,"Mississippi","16856_0",926
"215",16867,1855-07-07,"https://articleextractor.org/pages/16867/curiv_iris_ver01/sn85025203/1855/07/07/ed-1/seq-2/2",NA,NA,NA,NA,NA,1765,28521,0,"sn85025203","The Trinity times (Weaverville, Ca...)",1855,7,7,"seq-2","ed-1",2,"California","16867_0",934
"216",16868,1861-09-28,"https://articleextractor.org/pages/16868/curiv_iris_ver01/sn86058108/1861/09/28/ed-1/seq-3/1",NA,NA,NA,NA,NA,1766,28583,0,"sn86058108","The weekly Butte record (Oroville [Calif...)",1861,9,28,"seq-3","ed-1",1,"California","16868_0",935
"217",16869,1859-03-19,"https://articleextractor.org/pages/16869/curiv_jojoba_ver01/sn85025202/1859/03/19/ed-1/seq-3/1",NA,NA,NA,NA,NA,1767,28775,0,"sn85025202","Weekly Trinity journal (Weaverville, Ca...)",1859,3,19,"seq-3","ed-1",1,"California","16869_0",936
"218",16874,1845-05-22,"https://articleextractor.org/pages/16874/wvu_goalby_ver01/sn84026784/1845/05/22/ed-1/seq-1/1",NA,NA,NA,NA,NA,1770,698887,0,"sn84026784",NA,1845,5,22,"seq-1","ed-1",1,"West Virginia","16874_0",939
"219",16876,1845-03-26,"https://articleextractor.org/pages/16876/in_indianapolisolympians_ver02/sn86058217/1845/03/26/ed-1/seq-1/1",NA,NA,NA,NA,NA,1771,167366,0,"sn86058217","Richmond palladium (Richmond, IA [i...)",1845,3,26,"seq-1","ed-1",1,"Indiana","16876_0",940
"220",16877,1845-06-11,"https://articleextractor.org/pages/16877/vtu_hortonia_ver01/sn84023649/1845/06/11/ed-1/seq-2/1",NA,NA,NA,NA,NA,1772,667498,0,"sn84023649","The northern galaxy (Middlebury, Vt.)",1845,6,11,"seq-2","ed-1",1,"Vermont","16877_0",941
"221",16877,1845-06-11,"https://articleextractor.org/pages/16877/vtu_hortonia_ver01/sn84023649/1845/06/11/ed-1/seq-2/1",NA,NA,NA,NA,NA,1773,667499,1,"sn84023649","The northern galaxy (Middlebury, Vt.)",1845,6,11,"seq-2","ed-1",1,"Vermont","16877_1",942
"222",16877,1845-06-11,"https://articleextractor.org/pages/16877/vtu_hortonia_ver01/sn84023649/1845/06/11/ed-1/seq-2/1",NA,NA,NA,NA,NA,1774,667501,2,"sn84023649","The northern galaxy (Middlebury, Vt.)",1845,6,11,"seq-2","ed-1",1,"Vermont","16877_2",943
"223",16878,1845-03-06,"https://articleextractor.org/pages/16878/vtu_green_ver02/sn84022687/1845/03/06/ed-1/seq-1/1",NA,NA,NA,NA,NA,1775,663467,0,"sn84022687","The voice of freedom (Montpelier, Vt.)",1845,3,6,"seq-1","ed-1",1,"Vermont","16878_0",944
"224",16879,1844-12-26,"https://articleextractor.org/pages/16879/wvu_boros_ver02/sn84038468/1844/12/26/ed-1/seq-2/1",NA,NA,NA,NA,NA,1776,696531,0,"sn84038468","Martinsburg gazette (Martinsburg, Va...)",1844,12,26,"seq-2","ed-1",1,"West Virginia","16879_0",945
"225",16881,1845-09-13,"https://articleextractor.org/pages/16881/whi_idlewild_ver01/sn87082161/1845/09/13/ed-1/seq-2/1",NA,NA,NA,NA,NA,1777,694148,0,"sn87082161","Wisconsin herald, and Grant County advertiser (Lancaster, Wis.)",1845,9,13,"seq-2","ed-1",1,"Wisconsin","16881_0",946
"226",16883,1846-03-21,"https://articleextractor.org/pages/16883/mdu_jalapeno_ver02/sn83009567/1846/03/21/ed-1/seq-4/1",NA,NA,NA,NA,NA,1778,230075,0,"sn83009567","American Republican and Baltimore daily clipper (Baltimore, Md.)",1846,3,21,"seq-4","ed-1",1,"Maryland","16883_0",947
"227",16886,1844-10-25,"https://articleextractor.org/pages/16886/vtu_hildene_ver01/sn84023209/1844/10/25/ed-1/seq-2/1",NA,NA,NA,NA,NA,1780,663541,0,"sn84023209","Green-Mountain freeman (Montpelier, Vt.)",1844,10,25,"seq-2","ed-1",1,"Vermont","16886_0",949
"228",16889,1846-05-20,"https://articleextractor.org/pages/16889/mdu_jalapeno_ver02/sn83009567/1846/05/20/ed-1/seq-2/1",NA,NA,NA,NA,NA,1781,230197,0,"sn83009567","American Republican and Baltimore daily clipper (Baltimore, Md.)",1846,5,20,"seq-2","ed-1",1,"Maryland","16889_0",950
"229",16890,1846-07-30,"https://articleextractor.org/pages/16890/mdu_jalapeno_ver02/sn83009567/1846/07/30/ed-1/seq-2/1",NA,NA,NA,NA,NA,1782,230269,0,"sn83009567","American Republican and Baltimore daily clipper (Baltimore, Md.)",1846,7,30,"seq-2","ed-1",1,"Maryland","16890_0",951
"230",16890,1846-07-30,"https://articleextractor.org/pages/16890/mdu_jalapeno_ver02/sn83009567/1846/07/30/ed-1/seq-2/1",NA,NA,NA,NA,NA,1783,230272,1,"sn83009567","American Republican and Baltimore daily clipper (Baltimore, Md.)",1846,7,30,"seq-2","ed-1",1,"Maryland","16890_1",952
"231",16890,1846-07-30,"https://articleextractor.org/pages/16890/mdu_jalapeno_ver02/sn83009567/1846/07/30/ed-1/seq-2/1",NA,NA,NA,NA,NA,1784,230273,2,"sn83009567","American Republican and Baltimore daily clipper (Baltimore, Md.)",1846,7,30,"seq-2","ed-1",1,"Maryland","16890_2",953
"232",16892,1846-09-19,"https://articleextractor.org/pages/16892/mdu_jalapeno_ver02/sn83009567/1846/09/19/ed-1/seq-4/1",NA,NA,NA,NA,NA,1785,230281,0,"sn83009567","American Republican and Baltimore daily clipper (Baltimore, Md.)",1846,9,19,"seq-4","ed-1",1,"Maryland","16892_0",954
"233",16894,1846-09-24,"https://articleextractor.org/pages/16894/vi_naturals_ver01/sn86071753/1846/09/24/ed-1/seq-3/1",NA,NA,NA,NA,NA,1786,648668,0,"sn86071753","The New era ([Portsmouth, Va...)",1846,9,24,"seq-3","ed-1",1,"Virginia","16894_0",955
"234",16895,1846-10-20,"https://articleextractor.org/pages/16895/vi_aquasox_ver01/sn85025007/1846/10/20/ed-1/seq-2/1",NA,NA,NA,NA,NA,1787,626581,0,"sn85025007","Alexandria gazette (Alexandria, D.C...)",1846,10,20,"seq-2","ed-1",1,"District of Columbia","16895_0",956
"235",16896,1846-11-17,"https://articleextractor.org/pages/16896/mimtptc_beulah_ver01/sn89080032/1846/11/17/ed-1/seq-2/1",NA,NA,NA,NA,NA,1788,237244,0,"sn89080032",NA,1846,11,17,"seq-2","ed-1",1,"Michigan","16896_0",957
"236",16896,1846-11-17,"https://articleextractor.org/pages/16896/mimtptc_beulah_ver01/sn89080032/1846/11/17/ed-1/seq-2/1",NA,NA,NA,NA,NA,1789,237247,1,"sn89080032",NA,1846,11,17,"seq-2","ed-1",1,"Michigan","16896_1",958
"237",16897,1847-06-10,"https://articleextractor.org/pages/16897/vtu_foxville_ver01/sn84023200/1847/06/10/ed-1/seq-3/1",NA,NA,NA,NA,NA,1790,661672,0,"sn84023200","Vermont watchman and State journal (Montpelier, Vt.)",1847,6,10,"seq-3","ed-1",1,"Vermont","16897_0",959
"238",16898,1847-10-15,"https://articleextractor.org/pages/16898/whi_inez_ver01/sn86086768/1847/10/15/ed-1/seq-2/1",NA,NA,NA,NA,NA,1791,694460,0,"sn86086768",NA,1847,10,15,"seq-2","ed-1",1,"Wisconsin","16898_0",960
"239",16898,1847-10-15,"https://articleextractor.org/pages/16898/whi_inez_ver01/sn86086768/1847/10/15/ed-1/seq-2/1",NA,NA,NA,NA,NA,1792,694462,1,"sn86086768",NA,1847,10,15,"seq-2","ed-1",1,"Wisconsin","16898_1",961
"240",16899,1847-11-21,"https://articleextractor.org/pages/16899/dlc_angelou_ver01/sn83030362/1847/11/21/ed-1/seq-2/1",NA,NA,NA,NA,NA,1793,37180,0,"sn83030362","Sunday dispatch (New York [N.Y.]) 1845-1854",1847,11,21,"seq-2","ed-1",1,"New York","16899_0",962
"241",16900,1848-03-03,"https://articleextractor.org/pages/16900/ohi_ariel_ver02/sn83035487/1848/03/03/ed-1/seq-2/1",NA,NA,NA,NA,NA,1794,466777,0,"sn83035487","Anti-slavery bugle (New-Lisbon, Ohi...)",1848,3,3,"seq-2","ed-1",1,"Ohio","16900_0",963
"242",16901,1848-03-19,"https://articleextractor.org/pages/16901/dlc_angelou_ver01/sn83030362/1848/03/19/ed-1/seq-2/1",NA,NA,NA,NA,NA,1795,37190,0,"sn83030362","Sunday dispatch (New York [N.Y.]) 1845-1854",1848,3,19,"seq-2","ed-1",1,"New York","16901_0",964
"243",16902,1848-05-12,"https://articleextractor.org/pages/16902/msar_icydrop_ver05/sn83016872/1848/05/12/ed-1/seq-2/1",NA,NA,NA,NA,NA,1796,336332,0,"sn83016872","The Mississippi Creole (Canton, Miss.)",1848,5,12,"seq-2","ed-1",1,"Mississippi","16902_0",965
"244",16903,1848-06-10,"https://articleextractor.org/pages/16903/lu_diglett_ver01/sn82015378/1848/06/10/ed-1/seq-1/1",NA,NA,NA,NA,NA,1797,226106,0,"sn82015378","The daily crescent ([New Orleans, L...)",1848,6,10,"seq-1","ed-1",1,"Louisiana","16903_0",966
"245",16904,1848-07-10,"https://articleextractor.org/pages/16904/dlc_marcus_ver01/sn83030313/1848/07/10/ed-1/seq-1/1",NA,NA,NA,NA,NA,1798,55285,0,"sn83030313","The New York herald (New York [N.Y.])",1848,7,10,"seq-1","ed-1",1,"New York","16904_0",967
"246",16905,1848-07-13,"https://articleextractor.org/pages/16905/vtu_hildene_ver01/sn84023209/1848/07/13/ed-1/seq-1/1",NA,NA,NA,NA,NA,1799,665359,0,"sn84023209","Green-Mountain freeman (Montpelier, Vt.)",1848,7,13,"seq-1","ed-1",1,"Vermont","16905_0",968
"247",16906,1848-08-26,"https://articleextractor.org/pages/16906/vi_crawdads_ver01/sn85025007/1848/08/26/ed-1/seq-2/1",NA,NA,NA,NA,NA,1800,629377,0,"sn85025007","Alexandria gazette (Alexandria, D.C...)",1848,8,26,"seq-2","ed-1",1,"District of Columbia","16906_0",969
"248",16907,1848-09-02,"https://articleextractor.org/pages/16907/vtu_londonderry_ver01/sn84023252/1848/09/02/ed-1/seq-3/1",NA,NA,NA,NA,NA,1801,672516,0,"sn84023252","The Caledonian (St. Johnsbury, ...)",1848,9,2,"seq-3","ed-1",1,"Vermont","16907_0",970
"249",16908,1848-09-14,"https://articleextractor.org/pages/16908/vi_crawdads_ver01/sn85025007/1848/09/14/ed-1/seq-2/1",NA,NA,NA,NA,NA,1802,629410,0,"sn85025007","Alexandria gazette (Alexandria, D.C...)",1848,9,14,"seq-2","ed-1",1,"District of Columbia","16908_0",971
"250",16909,1848-11-08,"https://articleextractor.org/pages/16909/ncu_alligator_ver01/sn85042147/1848/11/08/ed-1/seq-3/1",NA,NA,NA,NA,NA,1803,364536,0,"sn85042147","The North-Carolina standard (Raleigh, N.C.)",1848,11,8,"seq-3","ed-1",1,"North Carolina","16909_0",972
"251",16909,1848-11-08,"https://articleextractor.org/pages/16909/ncu_alligator_ver01/sn85042147/1848/11/08/ed-1/seq-3/1",NA,NA,NA,NA,NA,1804,364539,1,"sn85042147","The North-Carolina standard (Raleigh, N.C.)",1848,11,8,"seq-3","ed-1",1,"North Carolina","16909_1",973
"252",16911,1849-02-14,"https://articleextractor.org/pages/16911/dlc_kudzu_ver01/sn83030313/1849/02/14/ed-1/seq-2/1",NA,NA,NA,NA,NA,1805,52787,0,"sn83030313","The New York herald (New York [N.Y.])",1849,2,14,"seq-2","ed-1",1,"New York","16911_0",974
"253",16912,1849-02-16,"https://articleextractor.org/pages/16912/vi_crawdads_ver01/sn85025007/1849/02/16/ed-1/seq-4/1",NA,NA,NA,NA,NA,1806,629439,0,"sn85025007","Alexandria gazette (Alexandria, D.C...)",1849,2,16,"seq-4","ed-1",1,"District of Columbia","16912_0",975
"254",16913,1849-02-16,"https://articleextractor.org/pages/16913/whi_dynamite_ver01/sn85040303/1849/02/16/ed-1/seq-2/1",NA,NA,NA,NA,NA,1807,690759,0,"sn85040303","Southport telegraph (Southport, W.T....)",1849,2,16,"seq-2","ed-1",1,"Wisconsin","16913_0",976
"255",16916,1849-03-20,"https://articleextractor.org/pages/16916/dlc_kudzu_ver01/sn83030313/1849/03/20/ed-1/seq-2/1",NA,NA,NA,NA,NA,1808,52830,0,"sn83030313","The New York herald (New York [N.Y.])",1849,3,20,"seq-2","ed-1",1,"New York","16916_0",977
"256",16923,1849-04-12,"https://articleextractor.org/pages/16923/lu_diglett_ver01/sn82015378/1849/04/12/ed-1/seq-3/1",NA,NA,NA,NA,NA,1815,226128,0,"sn82015378","The daily crescent ([New Orleans, L...)",1849,4,12,"seq-3","ed-1",1,"Louisiana","16923_0",984
"257",16924,1848-09-05,"https://articleextractor.org/pages/16924/ohi_fu_ver01/sn85038078/1848/09/05/ed-1/seq-2/1",NA,NA,NA,NA,NA,1816,488670,0,"sn85038078","The Kalida venture (Kalida, Ohio)",1848,9,5,"seq-2","ed-1",1,"Ohio","16924_0",985
"258",16925,1849-06-25,"https://articleextractor.org/pages/16925/dlc_kudzu_ver01/sn83030313/1849/06/25/ed-1/seq-1/1",NA,NA,NA,NA,NA,1817,52943,0,"sn83030313","The New York herald (New York [N.Y.])",1849,6,25,"seq-1","ed-1",1,"New York","16925_0",986
"259",16926,1849-08-03,"https://articleextractor.org/pages/16926/ncu_lumber_ver01/sn84026536/1849/08/03/ed-1/seq-4/1",NA,NA,NA,NA,NA,1818,389666,0,"sn84026536","Wilmington journal (Wilmington, N.C...)",1849,8,3,"seq-4","ed-1",1,"North Carolina","16926_0",987
"260",16927,1849-08-10,"https://articleextractor.org/pages/16927/whi_dynamite_ver01/sn85040303/1849/08/10/ed-1/seq-2/1",NA,NA,NA,NA,NA,1819,690785,0,"sn85040303","Southport telegraph (Southport, W.T....)",1849,8,10,"seq-2","ed-1",1,"Wisconsin","16927_0",988
"261",16928,1849-07-21,"https://articleextractor.org/pages/16928/ohi_ariel_ver02/sn83035487/1849/07/21/ed-1/seq-2/1",NA,NA,NA,NA,NA,1820,466959,0,"sn83035487","Anti-slavery bugle (New-Lisbon, Ohi...)",1849,7,21,"seq-2","ed-1",1,"Ohio","16928_0",989
"262",16929,1851-04-24,"https://articleextractor.org/pages/16929/in_hoosier_ver01/sn82015677/1851/04/24/ed-1/seq-3/1",NA,NA,NA,NA,NA,1821,165768,0,"sn82015677","Indiana State sentinel (Indianapolis)",1851,4,24,"seq-3","ed-1",1,"Indiana","16929_0",990
"263",16931,1851-04-30,"https://articleextractor.org/pages/16931/vi_crawdads_ver01/sn85025007/1851/04/30/ed-1/seq-3/1",NA,NA,NA,NA,NA,1822,629900,0,"sn85025007","Alexandria gazette (Alexandria, D.C...)",1851,4,30,"seq-3","ed-1",1,"District of Columbia","16931_0",991
"264",16933,1851-05-09,"https://articleextractor.org/pages/16933/dlc_elf_ver03/sn82014764/1851/05/09/ed-1/seq-2/1",NA,NA,NA,NA,NA,1823,44022,0,"sn82014764","The southern press (Washington [D.C...)",1851,5,9,"seq-2","ed-1",1,"District of Columbia","16933_0",992
"265",16933,1851-05-09,"https://articleextractor.org/pages/16933/dlc_elf_ver03/sn82014764/1851/05/09/ed-1/seq-2/1",NA,NA,NA,NA,NA,1824,44025,1,"sn82014764","The southern press (Washington [D.C...)",1851,5,9,"seq-2","ed-1",1,"District of Columbia","16933_1",993
"266",16934,1849-05-18,"https://articleextractor.org/pages/16934/msar_ikat_ver01/sn87090283/1849/05/18/ed-1/seq-3/1",NA,NA,NA,NA,NA,1825,338274,0,"sn87090283",NA,1849,5,18,"seq-3","ed-1",1,"Mississippi","16934_0",994
"267",16935,1849-05-20,"https://articleextractor.org/pages/16935/dlc_kudzu_ver01/sn83030313/1849/05/20/ed-1/seq-4/1",NA,NA,NA,NA,NA,1826,52857,0,"sn83030313","The New York herald (New York [N.Y.])",1849,5,20,"seq-4","ed-1",1,"New York","16935_0",995
"268",16936,1849-05-24,"https://articleextractor.org/pages/16936/vi_crawdads_ver01/sn85025007/1849/05/24/ed-1/seq-2/1",NA,NA,NA,NA,NA,1827,629462,0,"sn85025007","Alexandria gazette (Alexandria, D.C...)",1849,5,24,"seq-2","ed-1",1,"District of Columbia","16936_0",996
"269",16936,1849-05-24,"https://articleextractor.org/pages/16936/vi_crawdads_ver01/sn85025007/1849/05/24/ed-1/seq-2/1",NA,NA,NA,NA,NA,1828,629447,1,"sn85025007","Alexandria gazette (Alexandria, D.C...)",1849,5,24,"seq-2","ed-1",1,"District of Columbia","16936_1",997
"270",16937,1849-06-12,"https://articleextractor.org/pages/16937/lu_diglett_ver01/sn82015378/1849/06/12/ed-1/seq-2/1",NA,NA,NA,NA,NA,1829,226151,0,"sn82015378","The daily crescent ([New Orleans, L...)",1849,6,12,"seq-2","ed-1",1,"Louisiana","16937_0",998
"271",16939,1849-08-07,"https://articleextractor.org/pages/16939/lu_diglett_ver01/sn82015378/1849/08/07/ed-1/seq-2/1",NA,NA,NA,NA,NA,1830,226158,0,"sn82015378","The daily crescent ([New Orleans, L...)",1849,8,7,"seq-2","ed-1",1,"Louisiana","16939_0",999
"272",16941,1849-08-17,"https://articleextractor.org/pages/16941/whi_dynamite_ver01/sn85040303/1849/08/17/ed-1/seq-2/2",NA,NA,NA,NA,NA,1831,690814,0,"sn85040303","Southport telegraph (Southport, W.T....)",1849,8,17,"seq-2","ed-1",2,"Wisconsin","16941_0",1000
"273",16941,1849-08-17,"https://articleextractor.org/pages/16941/whi_dynamite_ver01/sn85040303/1849/08/17/ed-1/seq-2/2",NA,NA,NA,NA,NA,1832,690823,1,"sn85040303","Southport telegraph (Southport, W.T....)",1849,8,17,"seq-2","ed-1",2,"Wisconsin","16941_1",1001
"274",16942,1849-08-18,"https://articleextractor.org/pages/16942/ohi_byrd_ver01/sn85038115/1849/08/18/ed-1/seq-2/1",NA,NA,NA,NA,NA,1833,472831,0,"sn85038115","The spirit of democracy (Woodsfield, Ohi...)",1849,8,18,"seq-2","ed-1",1,"Ohio","16942_0",1002
"275",16943,1849-08-22,"https://articleextractor.org/pages/16943/lu_blastoise_ver01/sn88064476/1849/08/22/ed-1/seq-2/1",NA,NA,NA,NA,NA,1834,225549,0,"sn88064476","Southern sentinel (Plaquemine, Par...)",1849,8,22,"seq-2","ed-1",1,"Louisiana","16943_0",1003
"276",16944,1849-08-24,"https://articleextractor.org/pages/16944/whi_inez_ver01/sn86086768/1849/08/24/ed-1/seq-2/1",NA,NA,NA,NA,NA,1835,694476,0,"sn86086768",NA,1849,8,24,"seq-2","ed-1",1,"Wisconsin","16944_0",1004
"277",16944,1849-08-24,"https://articleextractor.org/pages/16944/whi_inez_ver01/sn86086768/1849/08/24/ed-1/seq-2/1",NA,NA,NA,NA,NA,1836,694479,1,"sn86086768",NA,1849,8,24,"seq-2","ed-1",1,"Wisconsin","16944_1",1005
"278",16945,1849-09-27,"https://articleextractor.org/pages/16945/in_hoosier_ver01/sn82015677/1849/09/27/ed-1/seq-2/1",NA,NA,NA,NA,NA,1837,165732,0,"sn82015677","Indiana State sentinel (Indianapolis)",1849,9,27,"seq-2","ed-1",1,"Indiana","16945_0",1006
"279",16948,1850-02-15,"https://articleextractor.org/pages/16948/ncu_lumber_ver01/sn84026536/1850/02/15/ed-1/seq-4/1",NA,NA,NA,NA,NA,1838,390182,0,"sn84026536","Wilmington journal (Wilmington, N.C...)",1850,2,15,"seq-4","ed-1",1,"North Carolina","16948_0",1007
"280",16948,1850-02-15,"https://articleextractor.org/pages/16948/ncu_lumber_ver01/sn84026536/1850/02/15/ed-1/seq-4/1",NA,NA,NA,NA,NA,1839,390184,1,"sn84026536","Wilmington journal (Wilmington, N.C...)",1850,2,15,"seq-4","ed-1",1,"North Carolina","16948_1",1008
"281",16949,1850-04-04,"https://articleextractor.org/pages/16949/dlc_elf_ver03/sn84026752/1850/04/04/ed-1/seq-2/1",NA,NA,NA,NA,NA,1840,44182,0,"sn84026752","The national era (Washington [D.C...)",1850,4,4,"seq-2","ed-1",1,"District of Columbia","16949_0",1009
"282",16950,1850-04-19,"https://articleextractor.org/pages/16950/whi_dynamite_ver01/sn85040305/1850/04/19/ed-1/seq-1/1",NA,NA,NA,NA,NA,1841,690838,0,"sn85040305","Kenosha telegraph (Kenosha, Wis.)",1850,4,19,"seq-1","ed-1",1,"Wisconsin","16950_0",1010
"283",16952,1850-06-07,"https://articleextractor.org/pages/16952/whi_dynamite_ver01/sn85040305/1850/06/07/ed-1/seq-1/1",NA,NA,NA,NA,NA,1842,690873,0,"sn85040305","Kenosha telegraph (Kenosha, Wis.)",1850,6,7,"seq-1","ed-1",1,"Wisconsin","16952_0",1011
"284",16953,1850-07-14,"https://articleextractor.org/pages/16953/dlc_angelou_ver01/sn83030362/1850/07/14/ed-1/seq-1/1",NA,NA,NA,NA,NA,1843,37206,0,"sn83030362","Sunday dispatch (New York [N.Y.]) 1845-1854",1850,7,14,"seq-1","ed-1",1,"New York","16953_0",1012
"285",16955,1850-07-28,"https://articleextractor.org/pages/16955/dlc_angelou_ver01/sn83030362/1850/07/28/ed-1/seq-1/1",NA,NA,NA,NA,NA,1844,37224,0,"sn83030362","Sunday dispatch (New York [N.Y.]) 1845-1854",1850,7,28,"seq-1","ed-1",1,"New York","16955_0",1013
"286",16957,1850-08-01,"https://articleextractor.org/pages/16957/mnhi_foxtrot_ver01/sn83025241/1850/08/01/ed-1/seq-3/1",NA,NA,NA,NA,NA,1845,266625,0,"sn83025241","The Minnesota pioneer (St. Paul, Minn....)",1850,8,1,"seq-3","ed-1",1,"Minnesota","16957_0",1014
"287",16960,1850-08-08,"https://articleextractor.org/pages/16960/ohi_edgar_ver01/sn85038121/1850/08/08/ed-1/seq-2/1",NA,NA,NA,NA,NA,1846,486065,0,"sn85038121","Gallipolis journal (Gallipolis, Ohi...)",1850,8,8,"seq-2","ed-1",1,"Ohio","16960_0",1015
"288",16961,1850-10-04,"https://articleextractor.org/pages/16961/dlc_elf_ver03/sn82014764/1850/10/04/ed-1/seq-3/1",NA,NA,NA,NA,NA,1847,43759,0,"sn82014764","The southern press (Washington [D.C...)",1850,10,4,"seq-3","ed-1",1,"District of Columbia","16961_0",1016
"289",16962,1850-11-20,"https://articleextractor.org/pages/16962/dlc_elf_ver03/sn82014764/1850/11/20/ed-1/seq-2/1",NA,NA,NA,NA,NA,1848,43798,0,"sn82014764","The southern press (Washington [D.C...)",1850,11,20,"seq-2","ed-1",1,"District of Columbia","16962_0",1017
