"","index","file_name","article_title","date","year","newspaper_name","newspaper_city","newspaper_state","collection","abstract","store_id","authors","document_type","issn","pages","find_a_copy","start_page","filepath","url","black_press","month","day","page","edition","mod_id","file_id","article_id","sn","black"
"391",407,"bp413","State's Attorney Probes Police Part In Dual Florida Lynching: Checking of Pistols Found On Scene May Implicate or Vindicate County Officials; Governor Says Just ""Plain Murder""",1937-07-31,1937,"New Journal and Guide (1916-)","Norfolk","Virginia","ProQuest Historical Newspapers: Norfolk Journal and Guide","Possibility that police officers were the lynchers last week of Richard Hawkins and Ernest Ponder, 18 years old colored boys, was being ""investigated"" by State's Attorney...",567372694,NA,"article",NA,NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=New+Journal+and+Guide+%281916-%29&amp;spage=A1&amp;date=1937-07-31&amp;atitle=State%27s+Attorney+Probes+Police+Part+In+Dual+Florida+Lynching&amp;au=&amp;id=doi:","A1","black_press/bp413.txt","https://www.proquest.com/historical-newspapers/states-attorney-probes-police-part-dual-florida/docview/567372694/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"392",408,"bp414","A TIMELY OBSERVATION",1937-07-15,1937,"Cleveland Call and Post (1934-1962)","Cleveland","Ohio","ProQuest Historical Newspapers: Cleveland Call and Post","""Segregation i n its worst form was very pointedly presented to the recent convention of the National Association for the Advancement of Colored People in Detroit, by Dr. Louis T. Wright of New York City. He branded as murder and lynching, the neglect of Negro health by the regularly constituted agencies and conldemned in forthrighlt language, the restrictions placed upon the traininig of Negro doctors and nurses.",184067481,NA,"editorial_article",NA,NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=Cleveland+Call+and+Post+%281934-1962%29&amp;spage=8&amp;date=1937-07-15&amp;atitle=A+TIMELY+OBSERVATION&amp;au=&amp;id=doi:","8","black_press/bp414.txt","https://www.proquest.com/historical-newspapers/timely-observation/docview/184067481/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",409,"bp415","Lynching Is Murder Say White Women: Southern Women Score Evil In Convo Held In Florida",1937-06-19,1937,"New Journal and Guide (1916-)","Norfolk","Virginia","ProQuest Historical Newspapers: Norfolk Journal and Guide","Scoring the idea that lynching of colored people in the South is attributable to any idea of protectwhite womanhood, and declaring boldly that ""lynching is whole-...",567373118,NA,"article",NA,NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=New+Journal+and+Guide+%281916-%29&amp;spage=19&amp;date=1937-06-19&amp;atitle=Lynching+Is+Murder+Say+White+Women&amp;au=&amp;id=doi:","19","black_press/bp415.txt","https://www.proquest.com/historical-newspapers/lynching-is-murder-say-white-women/docview/567373118/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",410,"bp416","Lynching Is Murder Say While Women: Southern Women Score Evil In Convo Held In Florida",1937-06-19,1937,"New Journal and Guide (1916-)","Norfolk","Virginia","ProQuest Historical Newspapers: Norfolk Journal and Guide","Scoring the idea that lynching of colored people in the South is attributable to any idea of protecting white womanhood, and declaring boldly that ""lynching is whole-...",567357296,NA,"article",NA,NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=New+Journal+and+Guide+%281916-%29&amp;spage=A19&amp;date=1937-06-19&amp;atitle=Lynching+Is+Murder+Say+While+Women&amp;au=&amp;id=doi:","A19","black_press/bp416.txt","https://www.proquest.com/historical-newspapers/lynching-is-murder-say-while-women/docview/567357296/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",411,"bp417","Claim Congress Watching Lynch Sheriff's Trial",1937-06-19,1937,"The Pittsburgh Courier (1911-1950)","Pittsburgh","Pennsylvania","ProQuest Historical Newspapers: Pittsburgh Courier","MONTGOMERY, Ala., June 17.--()--During the recent impeachment trial before the Alabama Supreme Court of Sheriff J. L. Corbitt, of Henry County on charges growing out of the taking from the county jail at Abbeville by a mob and lynching, on the night of Feb. 1, of Wes Johnson, Negro farm hand--persistent rumors were in circulation here that trial of the sheriff was being closely watched by officials and members of Congress in Washington, where Federal...",202016869,"Special","article",NA,NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=The+Pittsburgh+Courier+%281911-1950%29&amp;spage=5&amp;date=1937-06-19&amp;atitle=Claim+Congress+Watching+Lynch+Sheriff%27s+Trial&amp;au=Special&amp;id=doi:","5","black_press/bp417.txt","https://www.proquest.com/historical-newspapers/claim-congress-watching-lynch-sheriffs-trial/docview/202016869/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"396",412,"bp418","Dixie Sheriff Who Let Mob Lynch Wrong Man Freed By Ala. Court: ONLY THIRTY-FIVE MINUTES FOR DECISION South Is Angered Over The Success Of The Anti-Lynch Bill",1937-06-12,1937,"The Chicago Defender (National edition) (1921-1967)","Chicago","Illinois","ProQuest Historical Newspapers: Chicago Defender","MONTGOMERY, Ala., June 11--No crime has been committed when a mob lynches a member of the Race in the state of Alabama, even if it is a case of mistaken identity and the innocent victim is the wrong man."" Such was the Opinion of the Alabama Supreme...",492525526,NA,"front_page","2572-5319","1","https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=25725319&amp;volume=&amp;issue=&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;spage=1&amp;date=1937-06-12&amp;atitle=Dixie+Sheriff+Who+Let+Mob+Lynch+Wrong+Man+Freed+By+Ala.+Court&amp;au=&amp;id=doi:","1","black_press/bp418.txt","https://www.proquest.com/historical-newspapers/dixie-sheriff-who-let-mob-lynch-wrong-man-freed/docview/492525526/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",413,"bp419","Southern Women Hit Lynching",1937-06-12,1937,"The Pittsburgh Courier (1911-1950)","Pittsburgh","Pennsylvania","ProQuest Historical Newspapers: Pittsburgh Courier","JACKSONVILLE, Fla., June 10--(By for ANP)--Scorning the idea that lynching of Negroes in the South is attributable to any idea of protecting white womanhood, and declaring boldly that ""lynching is wholesale murder,"" Florida's Council of the...",202020122,"Richardson","article",NA,NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=The+Pittsburgh+Courier+%281911-1950%29&amp;spage=4&amp;date=1937-06-12&amp;atitle=Southern+Women+Hit+Lynching&amp;au=Richardson&amp;id=doi:","4","black_press/bp419.txt","https://www.proquest.com/historical-newspapers/southern-women-hit-lynching/docview/202020122/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"398",414,"bp420","FLORIDA WHITE WOMEN HIT LYNCHING",1937-06-11,1937,"Atlanta Daily World (1932-)","Atlanta","Georgia","ProQuest Historical Newspapers: Atlanta Daily World","  JACKSONVILLE, Fla.--(By Richardson for ANP)--Scorning the idea that lynching of Negroes in the South is attributable to any idea of protecting white woman-hood, and declaring boldly that ""lynching is wholesale murder,"" Florida's Council of the Association...",490529313,NA,"article","1528-6142",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=15286142&amp;volume=&amp;issue=&amp;title=Atlanta+Daily+World+%281932-%29&amp;spage=2&amp;date=1937-06-11&amp;atitle=FLORIDA+WHITE+WOMEN+HIT+LYNCHING&amp;au=&amp;id=doi:","2","black_press/bp420.txt","https://www.proquest.com/historical-newspapers/florida-white-women-hit-lynching/docview/490529313/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"399",415,"bp421","WHAT SAM OF AUBURN AVE. SAYS: JUST HITS AND BITS",1937-06-06,1937,"Atlanta Daily World (1932-)","Atlanta","Georgia","ProQuest Historical Newspapers: Atlanta Daily World","  Now what are you going to do about it? The prosecuting attorney say the mob has lynched the wrong man.",490529681,"Reynolds, I P","article","1528-6142",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=15286142&amp;volume=&amp;issue=&amp;title=Atlanta+Daily+World+%281932-%29&amp;spage=4&amp;date=1937-06-06&amp;atitle=WHAT+SAM+OF+AUBURN+AVE.+SAYS&amp;au=Reynolds%2C+I+P&amp;id=doi:","4","black_press/bp421.txt","https://www.proquest.com/historical-newspapers/what-sam-auburn-ave-says/docview/490529681/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"400",416,"bp422","ALABAMA REFUSES TO TALK OF PROBE",1937-05-22,1937,"The Pittsburgh Courier (1911-1950)","Pittsburgh","Pennsylvania","ProQuest Historical Newspapers: Pittsburgh Courier","MONTGOMERY, Ala., May 20-- Officials here will neither deny or affirm persistent reports that the State has reopened investigation of the lynching in Henry Country jail at Abbeville some time ago by a mob, hanged, and his body riddled with bullets. Johnson was charged...",202030466,NA,"article",NA,NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=The+Pittsburgh+Courier+%281911-1950%29&amp;spage=4&amp;date=1937-05-22&amp;atitle=ALABAMA+REFUSES+TO+TALK+OF+PROBE&amp;au=&amp;id=doi:","4","black_press/bp422.txt","https://www.proquest.com/historical-newspapers/alabama-refuses-talk-probe/docview/202030466/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",417,"bp423","Dailies Indict Miss. Orgy; Reject U. S. Law",1937-04-24,1937,"New Journal and Guide (1916-)","Norfolk","Virginia","ProQuest Historical Newspapers: Norfolk Journal and Guide","Daily papers all over the South condemned the savage lynching of two Negroes at Duck Hill, Miss., last week, but few of them favored the Gava-...",567398388,NA,"article",NA,NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=New+Journal+and+Guide+%281916-%29&amp;spage=A10&amp;date=1937-04-24&amp;atitle=Dailies+Indict+Miss.+Orgy%3B+Reject+U.+S.+Law&amp;au=&amp;id=doi:","A10","black_press/bp423.txt","https://www.proquest.com/historical-newspapers/dailies-indict-miss-orgy-reject-u-s-law/docview/567398388/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",418,"bp424","LYNCHING-PLAIN TALK",1937-04-24,1937,"The Chicago Defender (National edition) (1921-1967)","Chicago","Illinois","ProQuest Historical Newspapers: Chicago Defender","The torture lynching of two Negroes at Duck Hill, Miss., is an unspeakable crime. Lynching at law is murder. But mob murder is often more than murder, it represents a relapse into a psychic state that it is an insult to primitive man to call savagery.",492585364,NA,"article","2572-5319","4","https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=25725319&amp;volume=&amp;issue=&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;spage=4&amp;date=1937-04-24&amp;atitle=LYNCHING-PLAIN+TALK&amp;au=&amp;id=doi:","4","black_press/bp424.txt","https://www.proquest.com/historical-newspapers/lynching-plain-talk/docview/492585364/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",419,"bp425","Probe Promised of Miss. Mob That Tortured Pair",1937-04-15,1937,"Los Angeles Sentinel (1934-)","Los_Angeles","California","ProQuest Historical Newspapers: Los Angeles Sentinel","DOCK HILL, Miss., April 14--A grand Jury investigating into the lynching of two Negroes was promised today. Sheriff E .E. Wright and two deputies announced that they had not recognized any member of the mob that tortured the prisoners with blow torches before",562040857,NA,"article",NA,NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=Los+Angeles+Sentinel+%281934-%29&amp;spage=5&amp;date=1937-04-15&amp;atitle=Probe+Promised+of+Miss.+Mob+That+Tortured+Pair&amp;au=&amp;id=doi:","5","black_press/bp425.txt","https://www.proquest.com/historical-newspapers/probe-promised-miss-mob-that-tortured-pair/docview/562040857/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",420,"bp426","Churches Can Stop Lynching: Christian Century",1937-01-30,1937,"The Pittsburgh Courier (1911-1950)","Pittsburgh","Pennsylvania","ProQuest Historical Newspapers: Pittsburgh Courier","That the church, aroused to its social responsibilities in local communities, can put an end to lynching, is indicated by recent incidents in the town of Dalton in northern Georgia. In August, the lynching of a Negro there stirred...",202034839,NA,"article",NA,NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=The+Pittsburgh+Courier+%281911-1950%29&amp;spage=21&amp;date=1937-01-30&amp;atitle=Churches+Can+Stop+Lynching&amp;au=&amp;id=doi:","21","black_press/bp426.txt","https://www.proquest.com/historical-newspapers/churches-can-stop-lynching/docview/202034839/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",421,"bp427","LYNCHBUR GERS CAMPAIGN FOR MORE INDUSTRIAL JOBS: CHAMBER OF COMMERCE OFFICIAL GETS PLEA AT MEETING",1937-01-23,1937,"New Journal and Guide (1916-)","Norfolk","Virginia","ProQuest Historical Newspapers: Norfolk Journal and Guide","Inquiry into what the Lynchburg Chamber of Commerce is doing to improve employment opportunities for Negroes was made by Prof. H. A. M....",567414730,"Special to Journal and Guide","article",NA,NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=New+Journal+and+Guide+%281916-%29&amp;spage=11&amp;date=1937-01-23&amp;atitle=LYNCHBUR+GERS+CAMPAIGN+FOR+MORE+INDUSTRIAL+JOBS&amp;au=Special+to+Journal+and+Guide&amp;id=doi:","11","black_press/bp427.txt","https://www.proquest.com/historical-newspapers/lynchbur-gers-campaign-more-industrial-jobs/docview/567414730/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",422,"bp428","LYNCHBURGERS ASK FOR MORE INDUSTRIAL JOBS",1937-01-23,1937,"New Journal and Guide (1916-)","Norfolk","Virginia","ProQuest Historical Newspapers: Norfolk Journal and Guide","Inquiry into what the Lynchburg Chamber of Commerce is doing to improve employment opportunities for Negroes was made by Prof. H. A. M....",567327920,"Special to Journal and Guide","article",NA,NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=New+Journal+and+Guide+%281916-%29&amp;spage=A12&amp;date=1937-01-23&amp;atitle=LYNCHBURGERS+ASK+FOR+MORE+INDUSTRIAL+JOBS&amp;au=Special+to+Journal+and+Guide&amp;id=doi:","A12","black_press/bp428.txt","https://www.proquest.com/historical-newspapers/lynchburgers-ask-more-industrial-jobs/docview/567327920/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",423,"bp429","Omega Fraternity Endorses Fight On Lynching, peonage: Silver Jubilee Finds Fraternity Better Fitted To Serve Race, Says Dr. Oscar Cooper, Founder",1936-12-31,1936,"Philadelphia Tribune (1912-)","Philadelphia","Pennsylvania","ProQuest Historical Newspapers: Philadelphia Tribune","The advocacy of a ""finish fight"" for anti-lynch legislation, abolishment of the peonage system, a square deal for the sharecroppers and better employment conditions for the Negroes, was the unanimous decision reached at the conclave sessions of the Omega Psi Phi fraternity held Monday, Tuesday and...",531443786,NA,"article","0746-956X",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=0746956X&amp;volume=&amp;issue=&amp;title=Philadelphia+Tribune+%281912-%29&amp;spage=2&amp;date=1936-12-31&amp;atitle=Omega+Fraternity+Endorses+Fight+On+Lynching%2C+peonage&amp;au=&amp;id=doi:","2","black_press/bp429.txt","https://www.proquest.com/historical-newspapers/omega-fraternity-endorses-fight-on-lynching/docview/531443786/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",424,"bp430","Southern White Women Lead Determined Drive To Put End To Lynching: Giving Series of Two-Act Playlets Throughout South To Portray Injustices Heaped Upon Negroes.",1936-11-07,1936,"The Pittsburgh Courier (1911-1950)","Pittsburgh","Pennsylvania","ProQuest Historical Newspapers: Pittsburgh Courier","MEMPHIS, Tenn., Nov. 5--(By Continental Press)--Two powerful social dramas, ""Country Sunday,"" by Walter Spearman, and ""Lawd, Does Yo' Undahstan'?"" by Ann Seymour, are today attracting widespread attention, due to the thorough and inimitable manned in which they portray so ably events leading to the lynching of an innocent Negro servant who had been...",202000808,NA,"article",NA,NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=The+Pittsburgh+Courier+%281911-1950%29&amp;spage=20&amp;date=1936-11-07&amp;atitle=Southern+White+Women+Lead+Determined+Drive+To+Put+End+To+Lynching&amp;au=&amp;id=doi:","20","black_press/bp430.txt","https://www.proquest.com/historical-newspapers/southern-white-women-lead-determined-drive-put/docview/202000808/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",425,"bp431","Throngs See Negro Exhibit At Lynchburg Celebration: Many Floats Expected In Parade Friday Hampton Band of 50 Secured To Head Negro Group",1936-10-17,1936,"New Journal and Guide (1916-)","Norfolk","Virginia","ProQuest Historical Newspapers: Norfolk Journal and Guide","Approximately one thousand Negroes were in Lynchburg early this week to attend the Sesqui-Centennial. Among them were many persons...",567319073,"Special to Journal and Guide","article",NA,NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=New+Journal+and+Guide+%281916-%29&amp;spage=13&amp;date=1936-10-17&amp;atitle=Throngs+See+Negro+Exhibit+At+Lynchburg+Celebration&amp;au=Special+to+Journal+and+Guide&amp;id=doi:","13","black_press/bp431.txt","https://www.proquest.com/historical-newspapers/throngs-see-negro-exhibit-at-lynchburg/docview/567319073/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",426,"bp432","A TYPICAL LYNCHING STORY",1936-10-17,1936,"The Chicago Defender (National edition) (1921-1967)","Chicago","Illinois","ProQuest Historical Newspapers: Chicago Defender","Here's a dispatch from Dalton, Ga., telling of the lynching of a young Negro accused of an attempted attack on a white woman, a typical chapter in the history of mobs in the South:",492556108,NA,"letter_to_editor","2572-5319","16","https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=25725319&amp;volume=&amp;issue=&amp;title=The+Chicago+Defender+%28National+edition%29+%281921-1967%29&amp;spage=16&amp;date=1936-10-17&amp;atitle=A+TYPICAL+LYNCHING+STORY&amp;au=&amp;id=doi:","16","black_press/bp432.txt","https://www.proquest.com/historical-newspapers/typical-lynching-story/docview/492556108/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",427,"bp433","Southern Women, Pastors Join In Opposing Lynching: Seek Removal Of Huntsville, Ala., Sheriff Preachers Charge He Was Negligent In Law Enforcement",1936-10-10,1936,"New Journal and Guide (1916-)","Norfolk","Virginia","ProQuest Historical Newspapers: Norfolk Journal and Guide","Clergymen throughout the country are endorsing the vigorous and aggressive taken against mob rule and the lynch evil by Southern...",567309254,NA,"article",NA,NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=New+Journal+and+Guide+%281916-%29&amp;spage=18&amp;date=1936-10-10&amp;atitle=Southern+Women%2C+Pastors+Join+In+Opposing+Lynching&amp;au=&amp;id=doi:","18","black_press/bp433.txt","https://www.proquest.com/historical-newspapers/southern-women-pastors-join-opposing-lynching/docview/567309254/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",428,"bp434","SOUTHERN WOMEN DENOUNCE ""ATTACK ALIBI"": CLERGY SCORES MOB RULE IN DIXIE TOWNS",1936-10-03,1936,"The Pittsburgh Courier (1911-1950)","Pittsburgh","Pennsylvania","ProQuest Historical Newspapers: Pittsburgh Courier","ATLANTA, Ga., Oct. 1--(ANP)--Clergymen throughout the country, are endorsing the vigorous and aggressive stand taken against mob rule and the lynch evil by Southern church leaders and are, loud in their approval of the avowed determination of Southern women to stop lynch-mad mobs from giving ""attempted assault"" and ""alleged attack"" as alibis and excuses...",202005650,NA,"article",NA,NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=The+Pittsburgh+Courier+%281911-1950%29&amp;spage=4&amp;date=1936-10-03&amp;atitle=SOUTHERN+WOMEN+DENOUNCE+%22ATTACK+ALIBI%22&amp;au=&amp;id=doi:","4","black_press/bp434.txt","https://www.proquest.com/historical-newspapers/southern-women-denounce-attack-alibi/docview/202005650/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",429,"bp435","CONVENTION HERE WAS ALSO AGAINST 'BLACK LEGION'",1936-10-01,1936,"Cleveland Call and Post (1934-1962)","Cleveland","Ohio","ProQuest Historical Newspapers: Cleveland Call and Post","The American Legion Convention at its business session last Thursday, passed a resolution condemning mob violence and lynching. The Legion also took a slap at the ""Black Legion,"" in a strongly worded resolution.",184069420,NA,"front_page",NA,NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=Cleveland+Call+and+Post+%281934-1962%29&amp;spage=1&amp;date=1936-10-01&amp;atitle=CONVENTION+HERE+WAS+ALSO+AGAINST+%27BLACK+LEGION%27&amp;au=&amp;id=doi:","1","black_press/bp435.txt","https://www.proquest.com/historical-newspapers/convention-here-was-also-against-black-legion/docview/184069420/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",430,"bp436","Georgia Continues Barbarism",1936-09-14,1936,"Atlanta Daily World (1932-)","Atlanta","Georgia","ProQuest Historical Newspapers: Atlanta Daily World","  THE most recent lynching of young McCamy in Dalton, Ga., is looked upon as a further expression of barbarism that has blackened the name of the State of Georgia for more than a half century. The flimsy chargers against the victim of the blood chirsty mob were such as to call for the dismissal of the accused in any community where justice prevailed. It seems that an unknown Negro was seen passing the back yard of a white home. The police were notified of the affair and true to Georgia...",490507331,NA,"editorial_article","1528-6142",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=15286142&amp;volume=&amp;issue=&amp;title=Atlanta+Daily+World+%281932-%29&amp;spage=6&amp;date=1936-09-14&amp;atitle=Georgia+Continues+Barbarism&amp;au=&amp;id=doi:","6","black_press/bp436.txt","https://www.proquest.com/historical-newspapers/georgia-continues-barbarism/docview/490507331/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",431,"bp437","Catholics And The Anti-Lynching Bill",1936-09-08,1936,"Atlanta Daily World (1932-)","Atlanta","Georgia","ProQuest Historical Newspapers: Atlanta Daily World","  In our leading editorial in the July issue of the Interracial Review we cited the first revelations of the infamous activities of the Black Legion and pointed out that lynching and other mob outrages must be eradicated from American life. Last month we cited the killing of Charles Poole, the Catholic, by the same organization and pointed out that this crime had its origin in the horrible example of the lynching of Negroes with impunity. In both editorials we emphasized that all minority groups...",490504831,NA,"editorial_article","1528-6142",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=15286142&amp;volume=&amp;issue=&amp;title=Atlanta+Daily+World+%281932-%29&amp;spage=6&amp;date=1936-09-08&amp;atitle=Catholics+And+The+Anti-Lynching+Bill&amp;au=&amp;id=doi:","6","black_press/bp437.txt","https://www.proquest.com/historical-newspapers/catholics-anti-lynching-bill/docview/490504831/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",432,"bp438","NATIONAL WAILS HALT KENTUCKY MOB-HANGING: KENTUCKY TO BAN PUBLIC HANGING STATE AND NATIONAL CLAMOR FROWN ON BARBARIC SHOWS EXECUTION OFF",1936-09-03,1936,"Atlanta Daily World (1932-)","Atlanta","Georgia","ProQuest Historical Newspapers: Atlanta Daily World","  LOUISVILLE, Ky.--(CNA)--Nation-wide indignation over the official mob-hanging of Ranley Bethea in Owensboro, Ky., is having significant reactions throughout this state.",490509002,NA,"front_page","1528-6142",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=15286142&amp;volume=&amp;issue=&amp;title=Atlanta+Daily+World+%281932-%29&amp;spage=1&amp;date=1936-09-03&amp;atitle=NATIONAL+WAILS+HALT+KENTUCKY+MOB-HANGING&amp;au=&amp;id=doi:","1","black_press/bp438.txt","https://www.proquest.com/historical-newspapers/national-wails-halt-kentucky-mob-hanging/docview/490509002/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"417",433,"bp439","UNITED ACTION PREVENTS GEORGIA LYNCHING: QUICK APPEAL TO LEADING WHITES STOPS LYNCHING",1936-08-08,1936,"The Pittsburgh Courier (1911-1950)","Pittsburgh","Pennsylvania","ProQuest Historical Newspapers: Pittsburgh Courier","ATHENS, Ga., Aug 6--(By T. E. Davis for ANP)--A plan to lynch John Henry Thomas, 22-year-old alleged Negro desperado, by a secretly gathering Georgia mob was averted by the prompt and effective action of a local organization of Negro citizens. Thomas was accused of killing, with a pistol, Charles H. Rice, Jr., white filling station manager, in an attempted...",202016865,NA,"article",NA,NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=&amp;volume=&amp;issue=&amp;title=The+Pittsburgh+Courier+%281911-1950%29&amp;spage=5&amp;date=1936-08-08&amp;atitle=UNITED+ACTION+PREVENTS+GEORGIA+LYNCHING&amp;au=&amp;id=doi:","5","black_press/bp439.txt","https://www.proquest.com/historical-newspapers/united-action-prevents-georgia-lynching/docview/202016865/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
"418",434,"bp440","LYNCHING IS AVERTED IN ATHENS: APPEAL TO LEADING WHITE CITIZENS TURNS TRICK QUICK ACTION",1936-08-06,1936,"Atlanta Daily World (1932-)","Atlanta","Georgia","ProQuest Historical Newspapers: Atlanta Daily World","  ATHENS, Ga. (By T. E. Davis for ANP)--A plan to lynch John Henry Thomas, 22 year old alleged Negro desperado, by a secretly gathering Georgia mob was averted by the prompt and effective action of a local organisation of Negro Citizens. Thomas was accused...",490503280,NA,"front_page","1528-6142",NA,"https://umaryland.on.worldcat.org/atoztitles/link?sid=ProQ:&amp;issn=15286142&amp;volume=&amp;issue=&amp;title=Atlanta+Daily+World+%281932-%29&amp;spage=1&amp;date=1936-08-06&amp;atitle=LYNCHING+IS+AVERTED+IN+ATHENS&amp;au=&amp;id=doi:","1","black_press/bp440.txt","https://www.proquest.com/historical-newspapers/lynching-is-averted-athens/docview/490503280/se-2?accountid=14696","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA
