,file_id,article_id,sn,newspaper_name,year,month,day,page,edition,mod_id,URL,newspaper_state
7272,87234,0,sn83025182,"The daily Gate City (Keokuk, Iowa)",1856,4,23,seq-2,ed-1,2,https://articleextractor.org/pages/87234/iahi_bellsprout_ver01/sn83025182/4/23/ed-1/seq-2/2,Iowa
20590,87235,0,sn84023200,"Vermont watchman and State journal (Montpelier, Vt.)",1855,10,19,seq-3,ed-1,2,https://articleextractor.org/pages/87235/vtu_foxville_ver01/sn84023200/10/19/ed-1/seq-3/2,Vermont
21443,87236,0,sn85033189,"Mineral Point tribune (Mineral Point, ...)",1855,5,30,seq-2,ed-1,2,https://articleextractor.org/pages/87236/whi_inez_ver01/sn85033189/5/30/ed-1/seq-2/2,Wisconsin
12741,87237,0,sn84035804,"The daily Minnesota pioneer (St. Paul, Minn.)",1855,9,15,seq-2,ed-1,2,https://articleextractor.org/pages/87237/mnhi_foxtrot_ver01/sn84035804/9/15/ed-1/seq-2/2,Minnesota
12740,87238,0,sn84035804,"The daily Minnesota pioneer (St. Paul, Minn.)",1855,5,31,seq-2,ed-1,2,https://articleextractor.org/pages/87238/mnhi_foxtrot_ver01/sn84035804/5/31/ed-1/seq-2/2,Minnesota
11954,87239,0,sn84022374,"Ellsworth American (Ellsworth, Me.)",1855,6,1,seq-2,ed-1,1,https://articleextractor.org/pages/87239/me_aroostook_ver01/sn84022374/6/1/ed-1/seq-2/1,Maine
18774,87240,0,sn85033395,"Fayetteville observer (Fayetteville, T...)",1855,10,11,seq-2,ed-1,2,https://articleextractor.org/pages/87240/tu_homer_ver01/sn85033395/10/11/ed-1/seq-2/2,Tennessee
12745,87241,0,sn85025594,"Minnesota weekly times (St. Paul, Minn.)",1855,9,18,seq-2,ed-1,2,https://articleextractor.org/pages/87241/mnhi_foxtrot_ver01/sn85025594/9/18/ed-1/seq-2/2,Minnesota
15601,87242,0,sn84020712,"The western Democrat (Charlotte, N.C.)",1857,6,30,seq-3,ed-1,1,https://articleextractor.org/pages/87242/ncu_lumber_ver01/sn84020712/6/30/ed-1/seq-3/1,North Carolina
5982,87243,0,sn83030364,New-York dispatch (New York [N.Y.]),1857,8,9,seq-5,ed-1,2,https://articleextractor.org/pages/87243/dlc_collins_ver01/sn83030364/8/9/ed-1/seq-5/2,New York
20252,87244,0,sn84024738,The daily dispatch (Richmond [Va.]),1856,3,28,seq-1,ed-1,3,https://articleextractor.org/pages/87244/vi_manowar_ver01/sn84024738/3/28/ed-1/seq-1/3,Virginia
19971,87245,0,sn85025007,"Alexandria gazette (Alexandria, D.C...)",1857,6,15,seq-3,ed-1,1,https://articleextractor.org/pages/87245/vi_drive_ver01/sn85025007/6/15/ed-1/seq-3/1,District of Columbia
21531,87246,0,sn86092535,"Wheeling daily intelligencer (Wheeling, Va. [...)",1857,5,1,seq-2,ed-1,2,https://articleextractor.org/pages/87246/wvu_austria_ver01/sn86092535/5/1/ed-1/seq-2/2,West Virginia
9913,87247,0,sn84038582,"The Ottawa free trader (Ottawa, Ill.)",1857,4,25,seq-2,ed-1,1,https://articleextractor.org/pages/87247/iune_bibliography_ver01/sn84038582/4/25/ed-1/seq-2/1,Illinois
17304,87248,0,sn85025759,"The Cincinnati daily star ([Cincinnati, Oh...)",1879,3,27,seq-2,ed-1,1,https://articleextractor.org/pages/87248/ohi_himilco_ver01/sn85025759/3/27/ed-1/seq-2/1,Ohio
18929,87249,0,sn86053488,"The Milan exchange. (Milan, Gibson C...)",1879,3,6,seq-6,ed-1,1,https://articleextractor.org/pages/87249/tu_isaac_ver01/sn86053488/3/6/ed-1/seq-6/1,Tennessee
11626,87251,0,sn88064555,Feliciana sentinel (St. Francisvill...),1879,4,12,seq-4,ed-1,2,https://articleextractor.org/pages/87251/lu_angel_ver01/sn88064555/4/12/ed-1/seq-4/2,Louisiana
11627,87251,1,sn88064555,Feliciana sentinel (St. Francisvill...),1879,4,12,seq-4,ed-1,2,https://articleextractor.org/pages/87251/lu_angel_ver01/sn88064555/4/12/ed-1/seq-4/2,Louisiana
17310,87252,0,sn85025759,"The Cincinnati daily star ([Cincinnati, Oh...)",1879,11,11,seq-1,ed-1,1,https://articleextractor.org/pages/87252/ohi_himilco_ver01/sn85025759/11/11/ed-1/seq-1/1,Ohio
17311,87252,1,sn85025759,"The Cincinnati daily star ([Cincinnati, Oh...)",1879,11,11,seq-1,ed-1,1,https://articleextractor.org/pages/87252/ohi_himilco_ver01/sn85025759/11/11/ed-1/seq-1/1,Ohio
17312,87252,2,sn85025759,"The Cincinnati daily star ([Cincinnati, Oh...)",1879,11,11,seq-1,ed-1,1,https://articleextractor.org/pages/87252/ohi_himilco_ver01/sn85025759/11/11/ed-1/seq-1/1,Ohio
19071,87253,0,sn83021327,"The weekly democratic statesman (Austin, Tex.)",1876,10,12,seq-2,ed-1,1,https://articleextractor.org/pages/87253/txdn_audi_ver01/sn83021327/10/12/ed-1/seq-2/1,Texas
19069,87253,1,sn83021327,"The weekly democratic statesman (Austin, Tex.)",1876,10,12,seq-2,ed-1,1,https://articleextractor.org/pages/87253/txdn_audi_ver01/sn83021327/10/12/ed-1/seq-2/1,Texas
6724,87254,0,sn86063034,"The morning news (Savannah, Ga.)",1897,1,14,seq-5,ed-1,1,https://articleextractor.org/pages/87254/gu_endeavour_ver01/sn86063034/1/14/ed-1/seq-5/1,Georgia
12850,87255,0,sn85025620,"The Worthington advance (Worthington, Mi...)",1897,7,1,seq-2,ed-1,1,https://articleextractor.org/pages/87255/mnhi_honda_ver01/sn85025620/7/1/ed-1/seq-2/1,Minnesota
12851,87255,1,sn85025620,"The Worthington advance (Worthington, Mi...)",1897,7,1,seq-2,ed-1,1,https://articleextractor.org/pages/87255/mnhi_honda_ver01/sn85025620/7/1/ed-1/seq-2/1,Minnesota
12852,87255,2,sn85025620,"The Worthington advance (Worthington, Mi...)",1897,7,1,seq-2,ed-1,1,https://articleextractor.org/pages/87255/mnhi_honda_ver01/sn85025620/7/1/ed-1/seq-2/1,Minnesota
17764,87256,0,sn85042448,"The Dalles daily chronicle (The Dalles, Or.)",1898,8,11,seq-1,ed-1,1,https://articleextractor.org/pages/87256/oru_ibis_ver01/sn85042448/8/11/ed-1/seq-1/1,Oregon
12687,87257,0,sn83016589,"The Mankato free press (Mankato, Blue E...)",1880,7,30,seq-4,ed-1,1,https://articleextractor.org/pages/87257/mnhi_fencing_ver02/sn83016589/7/30/ed-1/seq-4/1,Minnesota
15822,87258,0,sn87096017,"The Oakes times (Oakes, N.D.)",1906,12,27,seq-3,ed-1,1,https://articleextractor.org/pages/87258/ndhi_carbon_ver01/sn87096017/12/27/ed-1/seq-3/1,North Dakota
18597,87259,0,sn83045160,"Memphis daily appeal (Memphis, Tenn.)",1883,4,29,seq-2,ed-1,1,https://articleextractor.org/pages/87259/tu_dottie_ver01/sn83045160/4/29/ed-1/seq-2/1,Alabama
18598,87259,1,sn83045160,"Memphis daily appeal (Memphis, Tenn.)",1883,4,29,seq-2,ed-1,1,https://articleextractor.org/pages/87259/tu_dottie_ver01/sn83045160/4/29/ed-1/seq-2/1,Alabama
16665,87260,0,sn83030272,The sun (New York [N.Y.]) 1833-1916,1899,4,25,seq-1,ed-1,1,https://articleextractor.org/pages/87260/nn_qabbani_ver01/sn83030272/4/25/ed-1/seq-1/1,New York
16666,87260,1,sn83030272,The sun (New York [N.Y.]) 1833-1916,1899,4,25,seq-1,ed-1,1,https://articleextractor.org/pages/87260/nn_qabbani_ver01/sn83030272/4/25/ed-1/seq-1/1,New York
18604,87261,0,sn85033699,"Nashville union and American (Nashville, Tenn.) 1868-1875",1870,4,19,seq-1,ed-1,1,https://articleextractor.org/pages/87261/tu_elvis_ver01/sn85033699/4/19/ed-1/seq-1/1,Tennessee
12418,87262,0,sn89064489,"The Sauk Centre herald. (Sauk Centre, St...)",1897,12,9,seq-3,ed-1,1,https://articleextractor.org/pages/87262/mnhi_baseball_ver02/sn89064489/12/9/ed-1/seq-3/1,Minnesota
20088,87263,0,sn85038615,"The times dispatch (Richmond, Va.)",1904,4,16,seq-5,ed-1,1,https://articleextractor.org/pages/87263/vi_gualala_ver01/sn85038615/4/16/ed-1/seq-5/1,Virginia
15296,87264,0,sn85042098,"The farmer and mechanic (Raleigh, N.C.) 1877-1885",1880,3,18,seq-1,ed-1,1,https://articleextractor.org/pages/87264/ncu_grandfather_ver01/sn85042098/3/18/ed-1/seq-1/1,North Carolina
8328,87265,0,sn86091083,"The Kootenai herald (Kootenai, Idaho)",1899,11,18,seq-2,ed-1,1,https://articleextractor.org/pages/87265/idhi_angkor_ver01/sn86091083/11/18/ed-1/seq-2/1,Idaho
16363,87266,0,sn84022168,"Santa Fe weekly gazette (Santa Fe, N.M.)",1868,8,8,seq-2,ed-1,1,https://articleextractor.org/pages/87266/nmu_coyote_ver02/sn84022168/8/8/ed-1/seq-2/1,New Mexico
19528,87267,0,sn86090803,"The Fort Worth gazette. (Fort Worth, Tex...)",1891,5,21,seq-2,ed-1,1,https://articleextractor.org/pages/87267/txdn_india_ver02/sn86090803/5/21/ed-1/seq-2/1,Texas
6959,87268,0,sn82014682,"Honolulu star-bulletin (Honolulu [Oahu,...)",1917,4,25,seq-6,ed-1,1,https://articleextractor.org/pages/87268/hihouml_khaki_ver01/sn82014682/4/25/ed-1/seq-6/1,Hawaii
9124,87269,0,sn82015313,The Indianapolis times (Indianapolis [I...),1929,5,29,seq-1,ed-1,1,https://articleextractor.org/pages/87269/in_goldman_ver01/sn82015313/5/29/ed-1/seq-1/1,Indiana
12429,87270,0,sn90059959,"The Irish standard (Minneapolis, Mi...)",1893,1,7,seq-6,ed-1,1,https://articleextractor.org/pages/87270/mnhi_betelgeuse_ver01/sn90059959/1/7/ed-1/seq-6/1,Minnesota
12430,87270,1,sn90059959,"The Irish standard (Minneapolis, Mi...)",1893,1,7,seq-6,ed-1,1,https://articleextractor.org/pages/87270/mnhi_betelgeuse_ver01/sn90059959/1/7/ed-1/seq-6/1,Minnesota
12909,87271,0,sn85025620,"The Worthington advance (Worthington, Mi...)",1902,3,28,seq-5,ed-1,1,https://articleextractor.org/pages/87271/mnhi_isuzu_ver01/sn85025620/3/28/ed-1/seq-5/1,Minnesota
16969,87272,0,sn85026192,"The Perrysburg journal (Perrysburg, Ohi...)",1857,6,4,seq-2,ed-1,1,https://articleextractor.org/pages/87272/ohi_cobweb_ver04/sn85026192/6/4/ed-1/seq-2/1,Ohio
18291,87273,0,sn99062049,,1907,8,16,seq-2,ed-1,2,https://articleextractor.org/pages/87273/sdhi_kangaroo_ver01/sn99062049/8/16/ed-1/seq-2/2,South Dakota
20271,87274,0,sn84024738,The daily dispatch (Richmond [Va.]),1857,5,18,seq-2,ed-1,1,https://articleextractor.org/pages/87274/vi_manowar_ver01/sn84024738/5/18/ed-1/seq-2/1,Virginia
14816,87275,0,sn85033100,"Bellevue gazette (Bellevue City, ...)",1857,8,6,seq-4,ed-1,2,https://articleextractor.org/pages/87275/nbu_lee_ver01/sn85033100/8/6/ed-1/seq-4/2,Nebraska
5981,87276,0,sn83030364,New-York dispatch (New York [N.Y.]),1857,6,14,seq-5,ed-1,2,https://articleextractor.org/pages/87276/dlc_collins_ver01/sn83030364/6/14/ed-1/seq-5/2,New York
894,87278,0,sn89051128,"Newport weekly independent. (Newport, Ark.)",1903,7,24,seq-2,ed-1,3,https://articleextractor.org/pages/87278/arhi_kangaskhan_ver02/sn89051128/7/24/ed-1/seq-2/3,Arkansas
896,87278,1,sn89051128,"Newport weekly independent. (Newport, Ark.)",1903,7,24,seq-2,ed-1,3,https://articleextractor.org/pages/87278/arhi_kangaskhan_ver02/sn89051128/7/24/ed-1/seq-2/3,Arkansas
897,87278,2,sn89051128,"Newport weekly independent. (Newport, Ark.)",1903,7,24,seq-2,ed-1,3,https://articleextractor.org/pages/87278/arhi_kangaskhan_ver02/sn89051128/7/24/ed-1/seq-2/3,Arkansas
20254,87279,0,sn84024738,The daily dispatch (Richmond [Va.]),1856,7,1,seq-2,ed-1,1,https://articleextractor.org/pages/87279/vi_manowar_ver01/sn84024738/7/1/ed-1/seq-2/1,Virginia
20373,87280,0,sn84025841,"Richmond planet (Richmond, Va.)",1897,1,2,seq-2,ed-1,1,https://articleextractor.org/pages/87280/vi_yes_ver01/sn84025841/1/2/ed-1/seq-2/1,Virginia
20374,87280,1,sn84025841,"Richmond planet (Richmond, Va.)",1897,1,2,seq-2,ed-1,1,https://articleextractor.org/pages/87280/vi_yes_ver01/sn84025841/1/2/ed-1/seq-2/1,Virginia
20376,87280,2,sn84025841,"Richmond planet (Richmond, Va.)",1897,1,2,seq-2,ed-1,1,https://articleextractor.org/pages/87280/vi_yes_ver01/sn84025841/1/2/ed-1/seq-2/1,Virginia
20377,87280,3,sn84025841,"Richmond planet (Richmond, Va.)",1897,1,2,seq-2,ed-1,1,https://articleextractor.org/pages/87280/vi_yes_ver01/sn84025841/1/2/ed-1/seq-2/1,Virginia
10325,87281,0,sn84020097,"The daily worker (Chicago, Ill.)",1928,7,4,seq-2,ed-1,1,https://articleextractor.org/pages/87281/iune_fluorite_ver01/sn84020097/7/4/ed-1/seq-2/1,Illinois
19769,87282,0,sn85058140,"The Salt Lake herald-Republican (Salt Lake City,...)",1910,8,11,seq-4,ed-1,1,https://articleextractor.org/pages/87282/uuml_seven_ver01/sn85058140/8/11/ed-1/seq-4/1,Utah
20785,87283,0,sn88085947,"The Spokane press (Spokane, Wash.)",1910,12,10,seq-4,ed-1,1,https://articleextractor.org/pages/87283/wa_american_ver02/sn88085947/12/10/ed-1/seq-4/1,Washington
17332,87284,0,sn85026279,"The Tiffin tribune (Tiffin, Ohio)",1856,12,5,seq-2,ed-1,2,https://articleextractor.org/pages/87284/ohi_iago_ver01/sn85026279/12/5/ed-1/seq-2/2,Ohio
12855,87285,0,sn85025620,"The Worthington advance (Worthington, Mi...)",1897,9,16,seq-2,ed-1,1,https://articleextractor.org/pages/87285/mnhi_honda_ver01/sn85025620/9/16/ed-1/seq-2/1,Minnesota
12853,87285,1,sn85025620,"The Worthington advance (Worthington, Mi...)",1897,9,16,seq-2,ed-1,1,https://articleextractor.org/pages/87285/mnhi_honda_ver01/sn85025620/9/16/ed-1/seq-2/1,Minnesota
12263,87286,0,sn96077142,"The L'Anse sentinel. (L'Anse, L.S., M...)",1897,10,16,seq-2,ed-1,1,https://articleextractor.org/pages/87286/mimtptc_jonesville_ver01/sn96077142/10/16/ed-1/seq-2/1,Michigan
12264,87286,1,sn96077142,"The L'Anse sentinel. (L'Anse, L.S., M...)",1897,10,16,seq-2,ed-1,1,https://articleextractor.org/pages/87286/mimtptc_jonesville_ver01/sn96077142/10/16/ed-1/seq-2/1,Michigan
11098,87287,0,sn84029386,"Abilene weekly reflector (Abilene, Kan.)",1897,10,21,seq-3,ed-1,1,https://articleextractor.org/pages/87287/khi_lawrence_ver01/sn84029386/10/21/ed-1/seq-3/1,Kansas
20795,87288,0,sn83045610,"The daily intelligencer (Seattle, Wash. ...)",1876,12,15,seq-2,ed-1,1,https://articleextractor.org/pages/87288/wa_camas_ver01/sn83045610/12/15/ed-1/seq-2/1,Washington
11895,87289,0,sn89060092,"The citizen. (Frederick City,...)",1897,10,15,seq-1,ed-1,1,https://articleextractor.org/pages/87289/mdu_frederick_ver03/sn89060092/10/15/ed-1/seq-1/1,Maryland
11896,87289,1,sn89060092,"The citizen. (Frederick City,...)",1897,10,15,seq-1,ed-1,1,https://articleextractor.org/pages/87289/mdu_frederick_ver03/sn89060092/10/15/ed-1/seq-1/1,Maryland
12829,87290,0,sn90059523,"The Saint Paul globe. (St. Paul, Minn.)",1897,11,16,seq-1,ed-1,1,https://articleextractor.org/pages/87290/mnhi_hallock_ver01/sn90059523/11/16/ed-1/seq-1/1,Minnesota
12828,87290,1,sn90059523,"The Saint Paul globe. (St. Paul, Minn.)",1897,11,16,seq-1,ed-1,1,https://articleextractor.org/pages/87290/mnhi_hallock_ver01/sn90059523/11/16/ed-1/seq-1/1,Minnesota
12831,87290,2,sn90059523,"The Saint Paul globe. (St. Paul, Minn.)",1897,11,16,seq-1,ed-1,1,https://articleextractor.org/pages/87290/mnhi_hallock_ver01/sn90059523/11/16/ed-1/seq-1/1,Minnesota
17744,87291,0,sn85033162,"Lincoln County leader (Toledo, Lincoln...)",1897,8,26,seq-7,ed-1,1,https://articleextractor.org/pages/87291/oru_flycatcher_ver01/sn85033162/8/26/ed-1/seq-7/1,Oregon
19579,87292,0,sn85058130,The Salt Lake herald (Salt Lake City ...),1897,12,24,seq-2,ed-1,1,https://articleextractor.org/pages/87292/uuml_collins_ver01/sn85058130/12/24/ed-1/seq-2/1,Utah
19580,87292,1,sn85058130,The Salt Lake herald (Salt Lake City ...),1897,12,24,seq-2,ed-1,1,https://articleextractor.org/pages/87292/uuml_collins_ver01/sn85058130/12/24/ed-1/seq-2/1,Utah
12857,87293,0,sn85025620,"The Worthington advance (Worthington, Mi...)",1897,11,18,seq-2,ed-1,1,https://articleextractor.org/pages/87293/mnhi_honda_ver01/sn85025620/11/18/ed-1/seq-2/1,Minnesota
12858,87293,1,sn85025620,"The Worthington advance (Worthington, Mi...)",1897,11,18,seq-2,ed-1,1,https://articleextractor.org/pages/87293/mnhi_honda_ver01/sn85025620/11/18/ed-1/seq-2/1,Minnesota
12859,87293,2,sn85025620,"The Worthington advance (Worthington, Mi...)",1897,11,18,seq-2,ed-1,1,https://articleextractor.org/pages/87293/mnhi_honda_ver01/sn85025620/11/18/ed-1/seq-2/1,Minnesota
11190,87294,0,sn86069457,"Crittenden press (Marion, Ky.)",1898,6,30,seq-1,ed-1,1,https://articleextractor.org/pages/87294/kyu_airplane_ver01/sn86069457/6/30/ed-1/seq-1/1,Kentucky
19572,87295,0,sn85058130,The Salt Lake herald (Salt Lake City ...),1897,6,26,seq-2,ed-1,1,https://articleextractor.org/pages/87295/uuml_collins_ver01/sn85058130/6/26/ed-1/seq-2/1,Utah
17945,87296,0,sn99062034,"The Madison daily leader (Madison, S.D.)",1897,12,20,seq-4,ed-1,1,https://articleextractor.org/pages/87296/sdhi_eigg_ver01/sn99062034/12/20/ed-1/seq-4/1,South Dakota
14288,87297,0,sn84036012,"The Anaconda standard (Anaconda, Mont.)",1897,5,1,seq-1,ed-1,1,https://articleextractor.org/pages/87297/mthi_flycatcher_ver01/sn84036012/5/1/ed-1/seq-1/1,Montana
10711,87298,0,sn83040340,"The Iola register (Iola, Allen Cou...)",1880,6,4,seq-6,ed-1,1,https://articleextractor.org/pages/87298/khi_dole_ver01/sn83040340/6/4/ed-1/seq-6/1,Kansas
10712,87298,1,sn83040340,"The Iola register (Iola, Allen Cou...)",1880,6,4,seq-6,ed-1,1,https://articleextractor.org/pages/87298/khi_dole_ver01/sn83040340/6/4/ed-1/seq-6/1,Kansas
7419,87299,0,sn84027329,"The weekly Oskaloosa herald (Oskaloosa, Iowa)",1880,1,22,seq-3,ed-1,1,https://articleextractor.org/pages/87299/iahi_celebi_ver01/sn84027329/1/22/ed-1/seq-3/1,Iowa
21015,87300,0,sn83045604,"The Seattle post-intelligencer (Seattle, Wash. ...)",1897,12,12,seq-2,ed-1,1,https://articleextractor.org/pages/87300/wa_grace_ver02/sn83045604/12/12/ed-1/seq-2/1,Washington
21020,87300,1,sn83045604,"The Seattle post-intelligencer (Seattle, Wash. ...)",1897,12,12,seq-2,ed-1,1,https://articleextractor.org/pages/87300/wa_grace_ver02/sn83045604/12/12/ed-1/seq-2/1,Washington
11017,87301,0,sn82014635,"The Wichita daily eagle (Wichita, Kan.)",1897,9,7,seq-1,ed-1,1,https://articleextractor.org/pages/87301/khi_jennison_ver01/sn82014635/9/7/ed-1/seq-1/1,Kansas
17368,87302,0,sn84028490,"The Stark County Democrat (Canton, Ohio)",1880,12,30,seq-1,ed-1,1,https://articleextractor.org/pages/87302/ohi_jaques_ver01/sn84028490/12/30/ed-1/seq-1/1,Ohio
11009,87303,0,sn82014635,"The Wichita daily eagle (Wichita, Kan.)",1897,2,27,seq-6,ed-1,1,https://articleextractor.org/pages/87303/khi_jennison_ver01/sn82014635/2/27/ed-1/seq-6/1,Kansas
14524,87304,0,sn84022835,"The Red Cloud chief (Red Cloud, Webs...)",1879,1,2,seq-3,ed-1,1,https://articleextractor.org/pages/87304/nbu_dunning_ver01/sn84022835/1/2/ed-1/seq-3/1,Nebraska
11012,87305,0,sn82014635,"The Wichita daily eagle (Wichita, Kan.)",1897,5,15,seq-1,ed-1,1,https://articleextractor.org/pages/87305/khi_jennison_ver01/sn82014635/5/15/ed-1/seq-1/1,Kansas
5501,87306,0,sn86058108,The weekly Butte record (Oroville [Calif...),1861,9,28,seq-3,ed-1,2,https://articleextractor.org/pages/87306/curiv_iris_ver01/sn86058108/9/28/ed-1/seq-3/2,California
12537,87307,0,sn85025569,"Red Wing sentinel (Red Wing, M.T. ...)",1861,1,2,seq-1,ed-1,1,https://articleextractor.org/pages/87307/mnhi_datsun_ver01/sn85025569/1/2/ed-1/seq-1/1,Minnesota
11972,87308,0,sn83016025,"The Portland daily press (Portland, Me.)",1862,11,4,seq-3,ed-1,1,https://articleextractor.org/pages/87308/me_damariscotta_ver02/sn83016025/11/4/ed-1/seq-3/1,Maine
17315,87309,0,sn84028083,"The Jeffersonian Democrat (Chardon, Ohio)",1861,4,5,seq-2,ed-1,1,https://articleextractor.org/pages/87309/ohi_horatio_ver01/sn84028083/4/5/ed-1/seq-2/1,Ohio
6005,87310,1,sn84031490,"Chicago daily tribune (Chicago, Ill.)",1861,6,13,seq-4,ed-1,2,https://articleextractor.org/pages/87310/dlc_division_ver02/sn84031490/6/13/ed-1/seq-4/2,Illinois
10627,87311,0,sn84030186,"The Smoky Hill and Republican union (Junction City, ...)",1862,6,19,seq-2,ed-1,1,https://articleextractor.org/pages/87311/khi_allen_ver02/sn84030186/6/19/ed-1/seq-2/1,Kansas
17294,87312,0,sn84028745,Cincinnati daily press (Cincinnati [Ohi...),1860,12,10,seq-1,ed-1,1,https://articleextractor.org/pages/87312/ohi_guildenstern_ver01/sn84028745/12/10/ed-1/seq-1/1,Ohio
10626,87313,0,sn82015486,"White Cloud Kansas chief (White Cloud, Ka...)",1861,7,11,seq-1,ed-1,1,https://articleextractor.org/pages/87313/khi_allen_ver02/sn82015486/7/11/ed-1/seq-1/1,Kansas
5889,87314,0,sn84038112,"Delaware State journal and statesman (Wilmington, Del...)",1861,11,5,seq-2,ed-1,2,https://articleextractor.org/pages/87314/deu_jinx_ver01/sn84038112/11/5/ed-1/seq-2/2,Delaware
5891,87314,1,sn84038112,"Delaware State journal and statesman (Wilmington, Del...)",1861,11,5,seq-2,ed-1,2,https://articleextractor.org/pages/87314/deu_jinx_ver01/sn84038112/11/5/ed-1/seq-2/2,Delaware
12732,87315,0,sn83016751,"The weekly pioneer and Democrat (Saint Paul, Min...)",1860,12,21,seq-8,ed-1,1,https://articleextractor.org/pages/87315/mnhi_foxtrot_ver01/sn83016751/12/21/ed-1/seq-8/1,Minnesota
12731,87316,0,sn83016751,"The weekly pioneer and Democrat (Saint Paul, Min...)",1860,10,26,seq-2,ed-1,1,https://articleextractor.org/pages/87316/mnhi_foxtrot_ver01/sn83016751/10/26/ed-1/seq-2/1,Minnesota
6134,87317,0,sn85026213,Sunday dispatch (New York [N.Y.]) 1861-1863,1862,1,19,seq-2,ed-1,2,https://articleextractor.org/pages/87317/dlc_frost_ver02/sn85026213/1/19/ed-1/seq-2/2,New York
6135,87317,1,sn85026213,Sunday dispatch (New York [N.Y.]) 1861-1863,1862,1,19,seq-2,ed-1,2,https://articleextractor.org/pages/87317/dlc_frost_ver02/sn85026213/1/19/ed-1/seq-2/2,New York
6029,87318,0,sn85026213,Sunday dispatch (New York [N.Y.]) 1861-1863,1863,5,31,seq-1,ed-1,2,https://articleextractor.org/pages/87318/dlc_dunbar_ver01/sn85026213/5/31/ed-1/seq-1/2,New York
15003,87319,0,sn83045450,"Semi-weekly standard (Raleigh, N.C.)",1863,10,13,seq-1,ed-1,1,https://articleextractor.org/pages/87319/ncu_broad_ver01/sn83045450/10/13/ed-1/seq-1/1,North Carolina
15004,87319,1,sn83045450,"Semi-weekly standard (Raleigh, N.C.)",1863,10,13,seq-1,ed-1,1,https://articleextractor.org/pages/87319/ncu_broad_ver01/sn83045450/10/13/ed-1/seq-1/1,North Carolina
16998,87320,0,sn84028889,"The Ohio Democrat (Canal Dover, Oh...)",1863,6,5,seq-2,ed-1,1,https://articleextractor.org/pages/87320/ohi_cousteau_ver02/sn84028889/6/5/ed-1/seq-2/1,Ohio
15006,87321,0,sn83045706,"Weekly standard (Raleigh, N.C.)",1863,10,14,seq-3,ed-1,1,https://articleextractor.org/pages/87321/ncu_broad_ver01/sn83045706/10/14/ed-1/seq-3/1,North Carolina
15007,87321,1,sn83045706,"Weekly standard (Raleigh, N.C.)",1863,10,14,seq-3,ed-1,1,https://articleextractor.org/pages/87321/ncu_broad_ver01/sn83045706/10/14/ed-1/seq-3/1,North Carolina
20178,87322,0,sn96027384,,1859,10,14,seq-3,ed-1,1,https://articleextractor.org/pages/87322/vi_klepper_ver02/sn96027384/10/14/ed-1/seq-3/1,Virginia
7942,87323,0,sn82014134,"Daily Iowa State Democrat (Davenport, Iowa)",1859,1,11,seq-2,ed-1,1,https://articleextractor.org/pages/87323/iahi_gastly_ver01/sn82014134/1/11/ed-1/seq-2/1,Iowa
20603,87324,0,sn84023200,"Vermont watchman and State journal (Montpelier, Vt.)",1859,4,29,seq-1,ed-1,1,https://articleextractor.org/pages/87324/vtu_graniteville_ver01/sn84023200/4/29/ed-1/seq-1/1,Vermont
17339,87325,0,sn85038161,"The News-Herald (Hillsboro, High...)",1894,9,13,seq-3,ed-1,2,https://articleextractor.org/pages/87325/ohi_india_ver01/sn85038161/9/13/ed-1/seq-3/2,Ohio
17340,87325,1,sn85038161,"The News-Herald (Hillsboro, High...)",1894,9,13,seq-3,ed-1,2,https://articleextractor.org/pages/87325/ohi_india_ver01/sn85038161/9/13/ed-1/seq-3/2,Ohio
17343,87325,2,sn85038161,"The News-Herald (Hillsboro, High...)",1894,9,13,seq-3,ed-1,2,https://articleextractor.org/pages/87325/ohi_india_ver01/sn85038161/9/13/ed-1/seq-3/2,Ohio
11979,87327,0,sn82014248,"Daily Kennebec journal (Augusta, Me.)",1875,12,9,seq-3,ed-1,2,https://articleextractor.org/pages/87327/me_dyerbrook_ver01/sn82014248/12/9/ed-1/seq-3/2,Maine
13369,87328,0,sn89067453,"The farmers' union. (Memphis, Mo.)",1894,1,4,seq-6,ed-1,3,https://articleextractor.org/pages/87328/mohi_flash_ver02/sn89067453/1/4/ed-1/seq-6/3,Missouri
13370,87328,1,sn89067453,"The farmers' union. (Memphis, Mo.)",1894,1,4,seq-6,ed-1,3,https://articleextractor.org/pages/87328/mohi_flash_ver02/sn89067453/1/4/ed-1/seq-6/3,Missouri
13371,87328,2,sn89067453,"The farmers' union. (Memphis, Mo.)",1894,1,4,seq-6,ed-1,3,https://articleextractor.org/pages/87328/mohi_flash_ver02/sn89067453/1/4/ed-1/seq-6/3,Missouri
13372,87328,3,sn89067453,"The farmers' union. (Memphis, Mo.)",1894,1,4,seq-6,ed-1,3,https://articleextractor.org/pages/87328/mohi_flash_ver02/sn89067453/1/4/ed-1/seq-6/3,Missouri
13373,87328,4,sn89067453,"The farmers' union. (Memphis, Mo.)",1894,1,4,seq-6,ed-1,3,https://articleextractor.org/pages/87328/mohi_flash_ver02/sn89067453/1/4/ed-1/seq-6/3,Missouri
13375,87328,5,sn89067453,"The farmers' union. (Memphis, Mo.)",1894,1,4,seq-6,ed-1,3,https://articleextractor.org/pages/87328/mohi_flash_ver02/sn89067453/1/4/ed-1/seq-6/3,Missouri
