Sasha_Mohamed,reviewed_by_te,newspaper_name,year,lynching,attempted_y_n,lynching_state,lynching_city,date,similar_coverage_y_n,month,day,page,edition,mod_id,newspaper_state,file_id2.x,num_annotations,file_id2.y,newspaper_city,state,url.y,article_id,sn,url_fixed,date2,url_final
NA,NA,"The true Democrat (Little Rock, Ar...)",1854,NA,NA,NA,NA,1854/10/25,NA,10,25,seq-2,ed-1,1,Arkansas,16763_0,NA,NA,NA,NA,NA,0,sn84022882,https://articleextractor.org/pages/16763/arhi_charmander_ver01/sn84022882,1854-10-25,https://articleextractor.org/pages/16763/arhi_charmander_ver01/sn84022882/1854/10/25/ed-1/seq-2/0?user_id=6
NA,NA,"Smyrna times (Smyrna, Del.)",1854,NA,NA,NA,NA,1854/10/25,NA,10,25,seq-2,ed-1,1,Delaware,17137_0,NA,NA,NA,NA,NA,0,sn84020422,https://articleextractor.org/pages/17137/deu_artemis_ver02/sn84020422,1854-10-25,https://articleextractor.org/pages/17137/deu_artemis_ver02/sn84020422/1854/10/25/ed-1/seq-2/0?user_id=6
NA,NA,"The Middlebury register (Middlebury, Vt.)",1854,NA,NA,NA,NA,1854/10/25,NA,10,25,seq-1,ed-1,1,Vermont,17315_0,NA,NA,NA,NA,NA,0,sn83025667,https://articleextractor.org/pages/17315/vtu_irasburg_ver01/sn83025667,1854-10-25,https://articleextractor.org/pages/17315/vtu_irasburg_ver01/sn83025667/1854/10/25/ed-1/seq-1/0?user_id=6
NA,NA,"The true Democrat (Little Rock, Ar...)",1854,NA,NA,NA,NA,1854/10/25,NA,10,25,seq-3,ed-1,2,Arkansas,87644_0,NA,NA,NA,NA,NA,0,sn84022882,https://articleextractor.org/pages/87644/arhi_charmander_ver01/sn84022882,1854-10-25,https://articleextractor.org/pages/87644/arhi_charmander_ver01/sn84022882/1854/10/25/ed-1/seq-3/0?user_id=6
NA,NA,"The daily Minnesota pioneer (St. Paul, Minn.)",1854,NA,NA,NA,NA,1854/10/26,NA,10,26,seq-3,ed-1,2,Minnesota,18191_0,NA,NA,NA,NA,NA,0,sn84035804,https://articleextractor.org/pages/18191/mnhi_foxtrot_ver01/sn84035804,1854-10-26,https://articleextractor.org/pages/18191/mnhi_foxtrot_ver01/sn84035804/1854/10/26/ed-1/seq-3/0?user_id=6
NA,NA,"Edgefield advertiser (Edgefield, S.C.)",1854,NA,NA,NA,NA,1854/10/26,NA,10,26,seq-1,ed-1,2,South Carolina,91182_0,NA,NA,NA,NA,NA,0,sn84026897,https://articleextractor.org/pages/91182/scu_cootiestark_ver01/sn84026897,1854-10-26,https://articleextractor.org/pages/91182/scu_cootiestark_ver01/sn84026897/1854/10/26/ed-1/seq-1/0?user_id=6
NA,NA,"Vermont watchman and State journal (Montpelier, Vt.)",1854,NA,NA,NA,NA,1854/10/27,NA,10,27,seq-3,ed-1,1,Vermont,17141_0,NA,NA,NA,NA,NA,0,sn84023200,https://articleextractor.org/pages/17141/vtu_foxville_ver01/sn84023200,1854-10-27,https://articleextractor.org/pages/17141/vtu_foxville_ver01/sn84023200/1854/10/27/ed-1/seq-3/0?user_id=6
NA,NA,"The Ottawa free trader (Ottawa, Ill.)",1854,NA,NA,NA,NA,1854/10/28,NA,10,28,seq-2,ed-1,1,Illinois,17134_0,NA,NA,NA,NA,NA,0,sn84038582,https://articleextractor.org/pages/17134/iune_bibliography_ver01/sn84038582,1854-10-28,https://articleextractor.org/pages/17134/iune_bibliography_ver01/sn84038582/1854/10/28/ed-1/seq-2/0?user_id=6
NA,NA,"The Cadiz Democratic sentinel (Cadiz, Ohio)",1854,NA,NA,NA,NA,1854/11/29,NA,11,29,seq-1,ed-1,2,Ohio,87711_0,NA,NA,NA,NA,NA,0,sn84028794,https://articleextractor.org/pages/87711/ohi_julian_ver02/sn84028794,1854-11-29,https://articleextractor.org/pages/87711/ohi_julian_ver02/sn84028794/1854/11/29/ed-1/seq-1/0?user_id=6
NA,NA,"Thibodaux minerva (Thibodaux, La.)",1854,NA,NA,NA,NA,1854/12/02,NA,12,2,seq-3,ed-1,1,Louisiana,17133_0,NA,NA,NA,NA,NA,0,sn86079110,https://articleextractor.org/pages/17133/lu_charizard_ver01/sn86079110,1854-12-02,https://articleextractor.org/pages/17133/lu_charizard_ver01/sn86079110/1854/12/02/ed-1/seq-3/0?user_id=6
NA,NA,"Indiana American (Brookville, Ind...)",1854,NA,NA,NA,NA,1854/12/08,NA,12,8,seq-1,ed-1,1,Indiana,17131_0,NA,NA,NA,NA,NA,0,sn84023881,https://articleextractor.org/pages/17131/in_gary_ver01/sn84023881,1854-12-08,https://articleextractor.org/pages/17131/in_gary_ver01/sn84023881/1854/12/08/ed-1/seq-1/0?user_id=6
NA,NA,Lynchburg daily Virginian (Lynchburg [Va.]),1854,NA,NA,NA,NA,1854/12/14,NA,12,14,seq-2,ed-1,2,Virginia,17314_0,NA,NA,NA,NA,NA,0,sn85034360,https://articleextractor.org/pages/17314/vi_exmoor_ver01/sn85034360,1854-12-14,https://articleextractor.org/pages/17314/vi_exmoor_ver01/sn85034360/1854/12/14/ed-1/seq-2/0?user_id=6
NA,NA,The daily dispatch (Richmond [Va.]),1854,NA,NA,NA,NA,1854/12/15,NA,12,15,seq-1,ed-1,1,Virginia,17312_0,NA,NA,NA,NA,NA,0,sn84024738,https://articleextractor.org/pages/17312/vi_manowar_ver01/sn84024738,1854-12-15,https://articleextractor.org/pages/17312/vi_manowar_ver01/sn84024738/1854/12/15/ed-1/seq-1/0?user_id=6
NA,NA,The daily dispatch (Richmond [Va.]),1854,NA,NA,NA,NA,1854/12/29,NA,12,29,seq-1,ed-1,1,Virginia,17310_0,NA,NA,NA,NA,NA,0,sn84024738,https://articleextractor.org/pages/17310/vi_manowar_ver01/sn84024738,1854-12-29,https://articleextractor.org/pages/17310/vi_manowar_ver01/sn84024738/1854/12/29/ed-1/seq-1/0?user_id=6
NA,NA,"Kansas weekly herald (Leavenworth, Ka...)",1854,NA,NA,NA,NA,1854/12/29,NA,12,29,seq-2,ed-1,1,Kansas,17311_0,NA,NA,NA,NA,NA,0,sn85029297,https://articleextractor.org/pages/17311/khi_anthony_ver01/sn85029297,1854-12-29,https://articleextractor.org/pages/17311/khi_anthony_ver01/sn85029297/1854/12/29/ed-1/seq-2/0?user_id=6
NA,NA,"Kansas weekly herald (Leavenworth, Ka...)",1854,NA,NA,NA,NA,1854/12/29,NA,12,29,seq-2,ed-1,1,Kansas,17311_1,NA,NA,NA,NA,NA,1,sn85029297,https://articleextractor.org/pages/17311/khi_anthony_ver01/sn85029297,1854-12-29,https://articleextractor.org/pages/17311/khi_anthony_ver01/sn85029297/1854/12/29/ed-1/seq-2/0?user_id=6
NA,NA,"Spirit of the age (Raleigh, N.C.)",1855,NA,NA,NA,NA,1855/01/31,NA,1,31,seq-3,ed-1,1,North Carolina,17309_0,NA,NA,NA,NA,NA,0,sn84026561,https://articleextractor.org/pages/17309/ncu_black_ver02/sn84026561,1855-01-31,https://articleextractor.org/pages/17309/ncu_black_ver02/sn84026561/1855/01/31/ed-1/seq-3/0?user_id=6
NA,NA,The daily dispatch (Richmond [Va.]),1855,NA,NA,NA,NA,1855/02/03,NA,2,3,seq-1,ed-1,1,Virginia,17308_0,NA,NA,NA,NA,NA,0,sn84024738,https://articleextractor.org/pages/17308/vi_manowar_ver01/sn84024738,1855-02-03,https://articleextractor.org/pages/17308/vi_manowar_ver01/sn84024738/1855/02/03/ed-1/seq-1/0?user_id=6
NA,NA,Lynchburg daily Virginian (Lynchburg [Va.]),1855,NA,NA,NA,NA,1855/02/14,NA,2,14,seq-1,ed-1,1,Virginia,17307_0,NA,NA,NA,NA,NA,0,sn85034360,https://articleextractor.org/pages/17307/vi_exmoor_ver01/sn85034360,1855-02-14,https://articleextractor.org/pages/17307/vi_exmoor_ver01/sn85034360/1855/02/14/ed-1/seq-1/0?user_id=6
NA,NA,New-York dispatch (New York [N.Y.]),1855,NA,NA,NA,NA,1855/03/04,NA,3,4,seq-7,ed-1,2,New York,17306_0,NA,NA,NA,NA,NA,0,sn83030364,https://articleextractor.org/pages/17306/dlc_barnes_ver02/sn83030364,1855-03-04,https://articleextractor.org/pages/17306/dlc_barnes_ver02/sn83030364/1855/03/04/ed-1/seq-7/0?user_id=6
NA,NA,New-York dispatch (New York [N.Y.]),1855,NA,NA,NA,NA,1855/03/04,NA,3,4,seq-7,ed-1,2,New York,17306_1,NA,NA,NA,NA,NA,1,sn83030364,https://articleextractor.org/pages/17306/dlc_barnes_ver02/sn83030364,1855-03-04,https://articleextractor.org/pages/17306/dlc_barnes_ver02/sn83030364/1855/03/04/ed-1/seq-7/0?user_id=6
NA,NA,The daily dispatch (Richmond [Va.]),1855,NA,NA,NA,NA,1855/04/21,NA,4,21,seq-1,ed-1,1,Virginia,17304_0,NA,NA,NA,NA,NA,0,sn84024738,https://articleextractor.org/pages/17304/vi_manowar_ver01/sn84024738,1855-04-21,https://articleextractor.org/pages/17304/vi_manowar_ver01/sn84024738/1855/04/21/ed-1/seq-1/0?user_id=6
NA,NA,"Squatter sovereign (Atchison, Kan. ...)",1855,NA,NA,NA,NA,1855/04/24,NA,4,24,seq-2,ed-1,1,Kansas,17303_0,NA,NA,NA,NA,NA,0,sn82015827,https://articleextractor.org/pages/17303/khi_anthony_ver01/sn82015827,1855-04-24,https://articleextractor.org/pages/17303/khi_anthony_ver01/sn82015827/1855/04/24/ed-1/seq-2/0?user_id=6
NA,NA,"Santa Fe weekly gazette (Santa Fe, N.M.)",1855,NA,NA,NA,NA,1855/04/28,NA,4,28,seq-2,ed-1,2,New Mexico,87225_0,NA,NA,NA,NA,NA,0,sn88071075,https://articleextractor.org/pages/87225/nmu_coyote_ver02/sn88071075,1855-04-28,https://articleextractor.org/pages/87225/nmu_coyote_ver02/sn88071075/1855/04/28/ed-1/seq-2/0?user_id=6
NA,NA,The daily dispatch (Richmond [Va.]),1855,NA,NA,NA,NA,1855/05/01,NA,5,1,seq-1,ed-1,2,Virginia,87717_0,NA,NA,NA,NA,NA,0,sn84024738,https://articleextractor.org/pages/87717/vi_manowar_ver01/sn84024738,1855-05-01,https://articleextractor.org/pages/87717/vi_manowar_ver01/sn84024738/1855/05/01/ed-1/seq-1/0?user_id=6
NA,NA,"Burlington free press (Burlington, Vt.)",1855,NA,NA,NA,NA,1855/05/04,NA,5,4,seq-2,ed-1,1,Vermont,17300_0,NA,NA,NA,NA,NA,0,sn84023127,https://articleextractor.org/pages/17300/vtu_adamant_ver01/sn84023127,1855-05-04,https://articleextractor.org/pages/17300/vtu_adamant_ver01/sn84023127/1855/05/04/ed-1/seq-2/0?user_id=6
NA,NA,"Western Reserve chronicle (Warren, Ohio)",1855,NA,NA,NA,NA,1855/05/09,NA,5,9,seq-2,ed-1,1,Ohio,17298_0,NA,NA,NA,NA,NA,0,sn84028385,https://articleextractor.org/pages/17298/ohi_ariel_ver02/sn84028385,1855-05-09,https://articleextractor.org/pages/17298/ohi_ariel_ver02/sn84028385/1855/05/09/ed-1/seq-2/0?user_id=6
NA,NA,Burlington tri-weekly hawk-eye (Burlington [Iow...),1855,NA,NA,NA,NA,1855/05/09,NA,5,9,seq-2,ed-1,1,Iowa,17299_0,NA,NA,NA,NA,NA,0,sn85049817,https://articleextractor.org/pages/17299/iahi_abra_ver01/sn85049817,1855-05-09,https://articleextractor.org/pages/17299/iahi_abra_ver01/sn85049817/1855/05/09/ed-1/seq-2/0?user_id=6
NA,NA,"Plymouth advertiser (Plymouth, Ohio)",1855,NA,NA,NA,NA,1855/05/11,NA,5,11,seq-2,ed-1,1,Ohio,17297_0,NA,NA,NA,NA,NA,0,sn86079046,https://articleextractor.org/pages/17297/ohi_ingstad_ver01/sn86079046,1855-05-11,https://articleextractor.org/pages/17297/ohi_ingstad_ver01/sn86079046/1855/05/11/ed-1/seq-2/0?user_id=6
NA,NA,"Nashville union and American (Nashville, Tenn...)",1855,NA,NA,NA,NA,1855/05/13,NA,5,13,seq-3,ed-1,2,Tennessee,91196_0,NA,NA,NA,NA,NA,0,sn85038518,https://articleextractor.org/pages/91196/tu_dolly_ver01/sn85038518,1855-05-13,https://articleextractor.org/pages/91196/tu_dolly_ver01/sn85038518/1855/05/13/ed-1/seq-3/0?user_id=6
NA,NA,Lynchburg daily Virginian (Lynchburg [Va.]),1855,NA,NA,NA,NA,1855/05/14,NA,5,14,seq-3,ed-1,1,Virginia,87701_0,NA,NA,NA,NA,NA,0,sn85034360,https://articleextractor.org/pages/87701/vi_exmoor_ver01/sn85034360,1855-05-14,https://articleextractor.org/pages/87701/vi_exmoor_ver01/sn85034360/1855/05/14/ed-1/seq-3/0?user_id=6
NA,NA,Weekly Indiana State sentinel (Indianapolis [I...),1855,NA,NA,NA,NA,1855/05/17,NA,5,17,seq-2,ed-1,2,Indiana,87699_0,NA,NA,NA,NA,NA,0,sn82014286,https://articleextractor.org/pages/87699/in_hoosier_ver01/sn82014286,1855-05-17,https://articleextractor.org/pages/87699/in_hoosier_ver01/sn82014286/1855/05/17/ed-1/seq-2/0?user_id=6
NA,NA,"Green-Mountain freeman (Montpelier, Vt.)",1855,NA,NA,NA,NA,1855/05/17,NA,5,17,seq-2,ed-1,2,Vermont,87713_0,NA,NA,NA,NA,NA,0,sn84023209,https://articleextractor.org/pages/87713/vtu_hildene_ver01/sn84023209,1855-05-17,https://articleextractor.org/pages/87713/vtu_hildene_ver01/sn84023209/1855/05/17/ed-1/seq-2/0?user_id=6
NA,NA,"Green-Mountain freeman (Montpelier, Vt.)",1855,NA,NA,NA,NA,1855/05/17,NA,5,17,seq-2,ed-1,2,Vermont,87713_1,NA,NA,NA,NA,NA,1,sn84023209,https://articleextractor.org/pages/87713/vtu_hildene_ver01/sn84023209,1855-05-17,https://articleextractor.org/pages/87713/vtu_hildene_ver01/sn84023209/1855/05/17/ed-1/seq-2/0?user_id=6
NA,NA,"Green-Mountain freeman (Montpelier, Vt.)",1855,NA,NA,NA,NA,1855/05/17,NA,5,17,seq-2,ed-1,2,Vermont,87713_2,NA,NA,NA,NA,NA,2,sn84023209,https://articleextractor.org/pages/87713/vtu_hildene_ver01/sn84023209,1855-05-17,https://articleextractor.org/pages/87713/vtu_hildene_ver01/sn84023209/1855/05/17/ed-1/seq-2/0?user_id=6
NA,NA,"The daily Minnesota pioneer (St. Paul, Minn.)",1855,NA,NA,NA,NA,1855/05/18,NA,5,18,seq-3,ed-1,1,Minnesota,17355_0,NA,NA,NA,NA,NA,0,sn84035804,https://articleextractor.org/pages/17355/mnhi_foxtrot_ver01/sn84035804,1855-05-18,https://articleextractor.org/pages/17355/mnhi_foxtrot_ver01/sn84035804/1855/05/18/ed-1/seq-3/0?user_id=6
NA,NA,"Plymouth advertiser (Plymouth, Ohio)",1855,NA,NA,NA,NA,1855/05/19,NA,5,19,seq-3,ed-1,2,Ohio,87707_0,NA,NA,NA,NA,NA,0,sn86079046,https://articleextractor.org/pages/87707/ohi_ingstad_ver01/sn86079046,1855-05-19,https://articleextractor.org/pages/87707/ohi_ingstad_ver01/sn86079046/1855/05/19/ed-1/seq-3/0?user_id=6
NA,NA,Burlington tri-weekly hawk-eye (Burlington [Iow...),1855,NA,NA,NA,NA,1855/05/28,NA,5,28,seq-2,ed-1,2,Iowa,87229_0,NA,NA,NA,NA,NA,0,sn85049817,https://articleextractor.org/pages/87229/iahi_abra_ver01/sn85049817,1855-05-28,https://articleextractor.org/pages/87229/iahi_abra_ver01/sn85049817/1855/05/28/ed-1/seq-2/0?user_id=6
NA,NA,Burlington tri-weekly hawk-eye (Burlington [Iow...),1855,NA,NA,NA,NA,1855/05/28,NA,5,28,seq-2,ed-1,2,Iowa,87229_1,NA,NA,NA,NA,NA,1,sn85049817,https://articleextractor.org/pages/87229/iahi_abra_ver01/sn85049817,1855-05-28,https://articleextractor.org/pages/87229/iahi_abra_ver01/sn85049817/1855/05/28/ed-1/seq-2/0?user_id=6
NA,NA,The daily dispatch (Richmond [Va.]),1855,NA,NA,NA,NA,1855/05/29,NA,5,29,seq-3,ed-1,1,Virginia,17352_0,NA,NA,NA,NA,NA,0,sn84024738,https://articleextractor.org/pages/17352/vi_manowar_ver01/sn84024738,1855-05-29,https://articleextractor.org/pages/17352/vi_manowar_ver01/sn84024738/1855/05/29/ed-1/seq-3/0?user_id=6
NA,NA,"Mineral Point tribune (Mineral Point, ...)",1855,NA,NA,NA,NA,1855/05/30,NA,5,30,seq-2,ed-1,2,Wisconsin,87236_0,NA,NA,NA,NA,NA,0,sn85033189,https://articleextractor.org/pages/87236/whi_inez_ver01/sn85033189,1855-05-30,https://articleextractor.org/pages/87236/whi_inez_ver01/sn85033189/1855/05/30/ed-1/seq-2/0?user_id=6
NA,NA,"Kenosha tribune and telegraph (Kenosha, Wis.)",1855,NA,NA,NA,NA,1855/05/31,NA,5,31,seq-2,ed-1,1,Wisconsin,87226_0,NA,NA,NA,NA,NA,0,sn85040306,https://articleextractor.org/pages/87226/whi_dynamite_ver01/sn85040306,1855-05-31,https://articleextractor.org/pages/87226/whi_dynamite_ver01/sn85040306/1855/05/31/ed-1/seq-2/0?user_id=6
NA,NA,"The daily Minnesota pioneer (St. Paul, Minn.)",1855,NA,NA,NA,NA,1855/05/31,NA,5,31,seq-2,ed-1,2,Minnesota,87238_0,NA,NA,NA,NA,NA,0,sn84035804,https://articleextractor.org/pages/87238/mnhi_foxtrot_ver01/sn84035804,1855-05-31,https://articleextractor.org/pages/87238/mnhi_foxtrot_ver01/sn84035804/1855/05/31/ed-1/seq-2/0?user_id=6
NA,NA,The New York herald (New York [N.Y.]),1855,NA,NA,NA,NA,1855/06/01,NA,6,1,seq-8,ed-1,1,New York,87227_0,NA,NA,NA,NA,NA,0,sn83030313,https://articleextractor.org/pages/87227/dlc_laceflower_ver01/sn83030313,1855-06-01,https://articleextractor.org/pages/87227/dlc_laceflower_ver01/sn83030313/1855/06/01/ed-1/seq-8/0?user_id=6
NA,NA,"Ellsworth American (Ellsworth, Me.)",1855,NA,NA,NA,NA,1855/06/01,NA,6,1,seq-2,ed-1,1,Maine,87239_0,NA,NA,NA,NA,NA,0,sn84022374,https://articleextractor.org/pages/87239/me_aroostook_ver01/sn84022374,1855-06-01,https://articleextractor.org/pages/87239/me_aroostook_ver01/sn84022374/1855/06/01/ed-1/seq-2/0?user_id=6
NA,NA,"Kansas weekly herald (Leavenworth, Ka...)",1855,NA,NA,NA,NA,1855/06/01,NA,6,1,seq-2,ed-1,1,Kansas,87662_0,NA,NA,NA,NA,NA,0,sn85029297,https://articleextractor.org/pages/87662/khi_anthony_ver01/sn85029297,1855-06-01,https://articleextractor.org/pages/87662/khi_anthony_ver01/sn85029297/1855/06/01/ed-1/seq-2/0?user_id=6
NA,NA,The daily dispatch (Richmond [Va.]),1855,NA,NA,NA,NA,1855/06/05,NA,6,5,seq-1,ed-1,1,Virginia,17144_0,NA,NA,NA,NA,NA,0,sn84024738,https://articleextractor.org/pages/17144/vi_manowar_ver01/sn84024738,1855-06-05,https://articleextractor.org/pages/17144/vi_manowar_ver01/sn84024738/1855/06/05/ed-1/seq-1/0?user_id=6
NA,NA,"The Evansville daily journal (Evansville, Ia....)",1855,NA,NA,NA,NA,1855/06/05,NA,6,5,seq-2,ed-1,2,Indiana,87661_0,NA,NA,NA,NA,NA,0,sn82015672,https://articleextractor.org/pages/87661/in_harrison_ver01/sn82015672,1855-06-05,https://articleextractor.org/pages/87661/in_harrison_ver01/sn82015672/1855/06/05/ed-1/seq-2/0?user_id=6
NA,NA,"Eastern times (Bath, Me.)",1855,NA,NA,NA,NA,1855/06/14,NA,6,14,seq-1,ed-1,1,Maine,17146_0,NA,NA,NA,NA,NA,0,sn82014356,https://articleextractor.org/pages/17146/me_calais_ver02/sn82014356,1855-06-14,https://articleextractor.org/pages/17146/me_calais_ver02/sn82014356/1855/06/14/ed-1/seq-1/0?user_id=6
NA,NA,The national era (Washington [D.C...),1855,NA,NA,NA,NA,1855/06/14,NA,6,14,seq-3,ed-1,2,District of Columbia,87709_0,NA,NA,NA,NA,NA,0,sn84026752,https://articleextractor.org/pages/87709/dlc_elf_ver03/sn84026752,1855-06-14,https://articleextractor.org/pages/87709/dlc_elf_ver03/sn84026752/1855/06/14/ed-1/seq-3/0?user_id=6
NA,NA,The national era (Washington [D.C...),1855,NA,NA,NA,NA,1855/06/21,NA,6,21,seq-3,ed-1,2,District of Columbia,87696_0,NA,NA,NA,NA,NA,0,sn84026752,https://articleextractor.org/pages/87696/dlc_elf_ver03/sn84026752,1855-06-21,https://articleextractor.org/pages/87696/dlc_elf_ver03/sn84026752/1855/06/21/ed-1/seq-3/0?user_id=6
NA,NA,"Anti-slavery bugle (New-Lisbon, Ohi...)",1855,NA,NA,NA,NA,1855/06/23,NA,6,23,seq-2,ed-1,1,Ohio,17148_0,NA,NA,NA,NA,NA,0,sn83035487,https://articleextractor.org/pages/17148/ohi_ariel_ver02/sn83035487,1855-06-23,https://articleextractor.org/pages/17148/ohi_ariel_ver02/sn83035487/1855/06/23/ed-1/seq-2/0?user_id=6
NA,NA,The daily dispatch (Richmond [Va.]),1855,NA,NA,NA,NA,1855/06/25,NA,6,25,seq-1,ed-1,1,Virginia,17150_0,NA,NA,NA,NA,NA,0,sn84024738,https://articleextractor.org/pages/17150/vi_manowar_ver01/sn84024738,1855-06-25,https://articleextractor.org/pages/17150/vi_manowar_ver01/sn84024738/1855/06/25/ed-1/seq-1/0?user_id=6
NA,NA,"The Evansville daily journal (Evansville, Ia....)",1855,NA,NA,NA,NA,1855/06/25,NA,6,25,seq-2,ed-1,2,Indiana,87695_0,NA,NA,NA,NA,NA,0,sn82015672,https://articleextractor.org/pages/87695/in_harrison_ver01/sn82015672,1855-06-25,https://articleextractor.org/pages/87695/in_harrison_ver01/sn82015672/1855/06/25/ed-1/seq-2/0?user_id=6
NA,NA,"Semi-weekly standard (Raleigh, N.C.)",1855,NA,NA,NA,NA,1855/06/27,NA,6,27,seq-2,ed-1,1,North Carolina,17151_0,NA,NA,NA,NA,NA,0,sn83045450,https://articleextractor.org/pages/17151/ncu_broad_ver01/sn83045450,1855-06-27,https://articleextractor.org/pages/17151/ncu_broad_ver01/sn83045450/1855/06/27/ed-1/seq-2/0?user_id=6
NA,NA,"Semi-weekly standard (Raleigh, N.C.)",1855,NA,NA,NA,NA,1855/06/27,NA,6,27,seq-2,ed-1,1,North Carolina,17151_1,NA,NA,NA,NA,NA,1,sn83045450,https://articleextractor.org/pages/17151/ncu_broad_ver01/sn83045450,1855-06-27,https://articleextractor.org/pages/17151/ncu_broad_ver01/sn83045450/1855/06/27/ed-1/seq-2/0?user_id=6
NA,NA,"Mineral Point tribune (Mineral Point, ...)",1855,NA,NA,NA,NA,1855/06/27,NA,6,27,seq-2,ed-1,2,Wisconsin,87704_0,NA,NA,NA,NA,NA,0,sn85033189,https://articleextractor.org/pages/87704/whi_inez_ver01/sn85033189,1855-06-27,https://articleextractor.org/pages/87704/whi_inez_ver01/sn85033189/1855/06/27/ed-1/seq-2/0?user_id=6
NA,NA,"Vermont watchman and State journal (Montpelier, Vt.)",1855,NA,NA,NA,NA,1855/06/29,NA,6,29,seq-2,ed-1,1,Vermont,17153_0,NA,NA,NA,NA,NA,0,sn84023200,https://articleextractor.org/pages/17153/vtu_foxville_ver01/sn84023200,1855-06-29,https://articleextractor.org/pages/17153/vtu_foxville_ver01/sn84023200/1855/06/29/ed-1/seq-2/0?user_id=6
NA,NA,"The daily Gate City (Keokuk, Iowa)",1855,NA,NA,NA,NA,1855/06/30,NA,6,30,seq-3,ed-1,1,Iowa,17154_0,NA,NA,NA,NA,NA,0,sn83025182,https://articleextractor.org/pages/17154/iahi_bellsprout_ver01/sn83025182,1855-06-30,https://articleextractor.org/pages/17154/iahi_bellsprout_ver01/sn83025182/1855/06/30/ed-1/seq-3/0?user_id=6
NA,NA,The daily dispatch (Richmond [Va.]),1855,NA,NA,NA,NA,1855/06/30,NA,6,30,seq-1,ed-1,1,Virginia,17155_0,NA,NA,NA,NA,NA,0,sn84024738,https://articleextractor.org/pages/17155/vi_manowar_ver01/sn84024738,1855-06-30,https://articleextractor.org/pages/17155/vi_manowar_ver01/sn84024738/1855/06/30/ed-1/seq-1/0?user_id=6
NA,NA,"Richmond enquirer (Richmond, Va.)",1855,NA,NA,NA,NA,1855/07/06,NA,7,6,seq-4,ed-1,1,Virginia,17156_0,NA,NA,NA,NA,NA,0,sn84024735,https://articleextractor.org/pages/17156/vi_chanel_ver01/sn84024735,1855-07-06,https://articleextractor.org/pages/17156/vi_chanel_ver01/sn84024735/1855/07/06/ed-1/seq-4/0?user_id=6
NA,NA,"The Trinity times (Weaverville, Ca...)",1855,NA,NA,NA,NA,1855/07/07,NA,7,7,seq-2,ed-1,2,California,16867_0,NA,NA,NA,NA,NA,0,sn85025203,https://articleextractor.org/pages/16867/curiv_iris_ver01/sn85025203,1855-07-07,https://articleextractor.org/pages/16867/curiv_iris_ver01/sn85025203/1855/07/07/ed-1/seq-2/0?user_id=6
NA,NA,Lynchburg daily Virginian (Lynchburg [Va.]),1855,NA,NA,NA,NA,1855/07/11,NA,7,11,seq-1,ed-1,1,Virginia,17157_0,NA,NA,NA,NA,NA,0,sn85034360,https://articleextractor.org/pages/17157/vi_exmoor_ver01/sn85034360,1855-07-11,https://articleextractor.org/pages/17157/vi_exmoor_ver01/sn85034360/1855/07/11/ed-1/seq-1/0?user_id=6
NA,NA,Lynchburg daily Virginian (Lynchburg [Va.]),1855,NA,NA,NA,NA,1855/07/11,NA,7,11,seq-1,ed-1,1,Virginia,17157_1,NA,NA,NA,NA,NA,1,sn85034360,https://articleextractor.org/pages/17157/vi_exmoor_ver01/sn85034360,1855-07-11,https://articleextractor.org/pages/17157/vi_exmoor_ver01/sn85034360/1855/07/11/ed-1/seq-1/0?user_id=6
NA,NA,The daily dispatch (Richmond [Va.]),1855,NA,NA,NA,NA,1855/07/11,NA,7,11,seq-3,ed-1,1,Virginia,17158_0,NA,NA,NA,NA,NA,0,sn84024738,https://articleextractor.org/pages/17158/vi_manowar_ver01/sn84024738,1855-07-11,https://articleextractor.org/pages/17158/vi_manowar_ver01/sn84024738/1855/07/11/ed-1/seq-3/0?user_id=6
NA,NA,"Weekly hawk-eye and telegraph (Burlington, Iow...)",1855,NA,NA,NA,NA,1855/07/18,NA,7,18,seq-2,ed-1,1,Iowa,17159_0,NA,NA,NA,NA,NA,0,sn84037930,https://articleextractor.org/pages/17159/iahi_abra_ver01/sn84037930,1855-07-18,https://articleextractor.org/pages/17159/iahi_abra_ver01/sn84037930/1855/07/18/ed-1/seq-2/0?user_id=6
NA,NA,The daily dispatch (Richmond [Va.]),1855,NA,NA,NA,NA,1855/07/20,NA,7,20,seq-1,ed-1,2,Virginia,87754_0,NA,NA,NA,NA,NA,0,sn84024738,https://articleextractor.org/pages/87754/vi_manowar_ver01/sn84024738,1855-07-20,https://articleextractor.org/pages/87754/vi_manowar_ver01/sn84024738/1855/07/20/ed-1/seq-1/0?user_id=6
NA,NA,"Alexandria gazette (Alexandria, D.C...)",1855,NA,NA,NA,NA,1855/07/26,NA,7,26,seq-2,ed-1,2,District of Columbia,91195_0,NA,NA,NA,NA,NA,0,sn85025007,https://articleextractor.org/pages/91195/vi_drive_ver01/sn85025007,1855-07-26,https://articleextractor.org/pages/91195/vi_drive_ver01/sn85025007/1855/07/26/ed-1/seq-2/0?user_id=6
