"","...1","file_id","article_id","sn","newspaper_name","year","month","day","page","edition","mod_id","URL","newspaper_state","file_id2"
"236",153,"14281","0","sn84024827","Bisbee daily review (Bisbee, Ariz.)","1914","12","30","seq-1","ed-1","1","http://localhost:62222/pages/14281/az_datura_ver01/sn84024827/1914/12/30/ed-1/seq-1/1","Arizona","14281_0"
"237",164,"14282","0","sn83025460","Phoenix weekly herald (Phoenix, Marico...)","1897","6","10","seq-3","ed-1","1","http://localhost:62222/pages/14282/az_deserttortoise_ver01/sn83025460/1897/06/10/ed-1/seq-3/1","Arizona","14282_0"
"238",208,"14282","1","sn83025460","Phoenix weekly herald (Phoenix, Marico...)","1897","6","10","seq-3","ed-1","1","http://localhost:62222/pages/14282/az_deserttortoise_ver01/sn83025460/1897/06/10/ed-1/seq-3/1","Arizona","14282_1"
"239",216,"14284","0","sn96060681","Tombstone daily epitaph. (Tombstone, Ariz...)","1889","10","18","seq-2","ed-1","2","http://localhost:62222/pages/14284/az_dragonfly_ver01/sn96060681/1889/10/18/ed-1/seq-2/2","Arizona","14284_0"
"240",218,"14284","1","sn96060681","Tombstone daily epitaph. (Tombstone, Ariz...)","1889","10","18","seq-2","ed-1","2","http://localhost:62222/pages/14284/az_dragonfly_ver01/sn96060681/1889/10/18/ed-1/seq-2/2","Arizona","14284_1"
"241",224,"14288","0","sn84024827","Bisbee daily review (Bisbee, Ariz.)","1906","5","29","seq-6","ed-1","1","http://localhost:62222/pages/14288/az_hummingbird_ver02/sn84024827/1906/05/29/ed-1/seq-6/1","Arizona","14288_0"
"242",226,"14289","0","sn84024827","Bisbee daily review (Bisbee, Ariz.)","1906","8","8","seq-1","ed-1","1","http://localhost:62222/pages/14289/az_hummingbird_ver02/sn84024827/1906/08/08/ed-1/seq-1/1","Arizona","14289_0"
"243",263,"14298","0","sn83025514","The Colorado statesman (Denver, Colo.)","1919","1","11","seq-5","ed-1","1","http://localhost:62222/pages/14298/cohi_hamilton_ver01/sn83025514/1919/01/11/ed-1/seq-5/1","Colorado","14298_0"
"244",286,"14305","0","sn90051300","The Elbert County tribune (Elbert, Elbert ...)","1909","1","7","seq-3","ed-1","1","http://localhost:62222/pages/14305/cohi_jasper_ver01/sn90051300/1909/01/07/ed-1/seq-3/1","Colorado","14305_0"
"245",287,"14305","1","sn90051300","The Elbert County tribune (Elbert, Elbert ...)","1909","1","7","seq-3","ed-1","1","http://localhost:62222/pages/14305/cohi_jasper_ver01/sn90051300/1909/01/07/ed-1/seq-3/1","Colorado","14305_1"
"246",288,"14305","2","sn90051300","The Elbert County tribune (Elbert, Elbert ...)","1909","1","7","seq-3","ed-1","1","http://localhost:62222/pages/14305/cohi_jasper_ver01/sn90051300/1909/01/07/ed-1/seq-3/1","Colorado","14305_2"
"247",289,"14305","3","sn90051300","The Elbert County tribune (Elbert, Elbert ...)","1909","1","7","seq-3","ed-1","1","http://localhost:62222/pages/14305/cohi_jasper_ver01/sn90051300/1909/01/07/ed-1/seq-3/1","Colorado","14305_3"
"248",290,"14305","4","sn90051300","The Elbert County tribune (Elbert, Elbert ...)","1909","1","7","seq-3","ed-1","1","http://localhost:62222/pages/14305/cohi_jasper_ver01/sn90051300/1909/01/07/ed-1/seq-3/1","Colorado","14305_4"
"249",291,"14305","5","sn90051300","The Elbert County tribune (Elbert, Elbert ...)","1909","1","7","seq-3","ed-1","1","http://localhost:62222/pages/14305/cohi_jasper_ver01/sn90051300/1909/01/07/ed-1/seq-3/1","Colorado","14305_5"
"250",292,"14305","6","sn90051300","The Elbert County tribune (Elbert, Elbert ...)","1909","1","7","seq-3","ed-1","1","http://localhost:62222/pages/14305/cohi_jasper_ver01/sn90051300/1909/01/07/ed-1/seq-3/1","Colorado","14305_6"
"251",293,"14305","7","sn90051300","The Elbert County tribune (Elbert, Elbert ...)","1909","1","7","seq-3","ed-1","1","http://localhost:62222/pages/14305/cohi_jasper_ver01/sn90051300/1909/01/07/ed-1/seq-3/1","Colorado","14305_7"
"252",324,"14309","0","sn82014086","Norwich bulletin (Norwich, Conn.)","1920","11","4","seq-1","ed-1","1","http://localhost:62222/pages/14309/ct_canaan_ver01/sn82014086/1920/11/04/ed-1/seq-1/1","Connecticut","14309_0"
"253",318,"14313","0","sn82014086","Norwich bulletin (Norwich, Conn.)","1919","12","1","seq-1","ed-1","1","http://localhost:62222/pages/14313/ct_berlin_ver01/sn82014086/1919/12/01/ed-1/seq-1/1","Connecticut","14313_0"
"254",311,"14314","0","sn84020358","The daily morning journal and courier (New Haven, Conn...)","1896","12","29","seq-2","ed-1","1","http://localhost:62222/pages/14314/ct_ash_ver01/sn84020358/1896/12/29/ed-1/seq-2/1","Connecticut","14314_0"
"255",352,"14316","0","sn82014086","Norwich bulletin (Norwich, Conn.)","1921","6","21","seq-1","ed-1","1","http://localhost:62222/pages/14316/ct_canaan_ver01/sn82014086/1921/06/21/ed-1/seq-1/1","Connecticut","14316_0"
"256",364,"14319","0","sn84020071","Litchfield enquirer (Litchfield, Con...)","1871","11","23","seq-2","ed-1","1","http://localhost:62222/pages/14319/ct_ellsworth_ver01/sn84020071/1871/11/23/ed-1/seq-2/1","Connecticut","14319_0"
"257",413,"14323","0","sn82014519","New Britain herald (New Britain, Co...)","1915","8","18","seq-9","ed-1","1","http://localhost:62222/pages/14323/ct_ledzep_ver01/sn82014519/1915/08/18/ed-1/seq-9/1","Connecticut","14323_0"
"258",432,"14329","0","sn85066387","The San Francisco call (San Francisco [...)","1911","10","12","seq-8","ed-1","1","http://localhost:62222/pages/14329/curiv_angwin_ver02/sn85066387/1911/10/12/ed-1/seq-8/1","California","14329_0"
"259",439,"14331","0","sn85066387","The San Francisco call (San Francisco [...)","1900","11","23","seq-1","ed-1","1","http://localhost:62222/pages/14331/curiv_brea_ver01/sn85066387/1900/11/23/ed-1/seq-1/1","California","14331_0"
"260",442,"14332","0","sn85066387","The San Francisco call (San Francisco [...)","1900","12","30","seq-15","ed-1","1","http://localhost:62222/pages/14332/curiv_brea_ver01/sn85066387/1900/12/30/ed-1/seq-15/1","California","14332_0"
"261",449,"14334","0","sn85066387","The San Francisco call (San Francisco [...)","1901","3","11","seq-7","ed-1","1","http://localhost:62222/pages/14334/curiv_brea_ver01/sn85066387/1901/03/11/ed-1/seq-7/1","California","14334_0"
"262",496,"14339","0","sn94052989","The morning call (San Francisco [...)","1892","8","28","seq-1","ed-1","1","http://localhost:62222/pages/14339/curiv_garberville_ver01/sn94052989/1892/08/28/ed-1/seq-1/1","California","14339_0"
"263",498,"14340","0","sn94052989","The morning call (San Francisco [...)","1891","5","1","seq-1","ed-1","1","http://localhost:62222/pages/14340/curiv_hemet_ver01/sn94052989/1891/05/01/ed-1/seq-1/1","California","14340_0"
"264",500,"14341","0","sn94052989","The morning call (San Francisco [...)","1892","2","17","seq-1","ed-1","1","http://localhost:62222/pages/14341/curiv_hemet_ver01/sn94052989/1892/02/17/ed-1/seq-1/1","California","14341_0"
"265",502,"14341","1","sn94052989","The morning call (San Francisco [...)","1892","2","17","seq-1","ed-1","1","http://localhost:62222/pages/14341/curiv_hemet_ver01/sn94052989/1892/02/17/ed-1/seq-1/1","California","14341_1"
"266",506,"14343","0","sn82015104","The record-union (Sacramento, Cal...)","1896","1","29","seq-1","ed-1","1","http://localhost:62222/pages/14343/curiv_hessel_ver01/sn82015104/1896/01/29/ed-1/seq-1/1","California","14343_0"
"267",514,"14344","0","sn94052989","The morning call (San Francisco [...)","1893","2","8","seq-7","ed-1","1","http://localhost:62222/pages/14344/curiv_idyllwild_ver01/sn94052989/1893/02/08/ed-1/seq-7/1","California","14344_0"
"268",2487,"9475","1","sn83030272","The sun (New York [N.Y.]) 1833-1916","1895","6","16","seq-9","ed-1","3","http://localhost:62222/pages/9475/nn_erinna_ver01/sn83030272/1895/06/16/ed-1/seq-9/3","New York","9475_1"
"269",2331,"9486","1","sn92072978","The state chronicle (Raleigh, N.C.)","1892","6","11","seq-2","ed-1","3","http://localhost:62222/pages/9486/ncu_jefferson_ver02/sn92072978/1892/06/11/ed-1/seq-2/3","North Carolina","9486_1"
"270",174,"bp180","Lynchburg Croup Drops Plans For School Suit","21-Nov-52","Atlanta Daily World (1932-)","ProQuest Historical Newspapers: Atlanta Daily World","https://www.proquest.com/historical-newspapers/lynchburg-croup-drops-plans-school-suit/docview/490981570/se-2?accountid=14696","  LYNCHBURG, Va. -- (ANP) -- Leaders of the Negro Civic Council who temporarily dropped plans for a federal suit against Lynchburg's school board for equalization of school facilities for Negro children were criticized by some Negro groups here last week for this action.","490981570",NA,"article","1528-6142",NA,"bp180_Lynchburg Croup Drops Plans For School Suit"
"271",175,"bp181","Virginia League Seeking Negro Ballplayers","28-Feb-52","Los Angeles Sentinel (1934-)","ProQuest Historical Newspapers: Los Angeles Sentinel","https://www.proquest.com/historical-newspapers/virginia-league-seeking-negro-ballplayers/docview/562286019/se-2?accountid=14696","LYNCHBURG, Va.--(ANP)--The Piedmont League is in the market for some good Negro players, it was disclosed here last week. The league would like to secure two or three Negroes and may have that number in its playing ranks for the 1952 season.","562286019","Carter, Jewel","article",NA,NA,"bp181_Virginia League Seeking Negro Ballplayers"
"272",237,"bp243","Lynchburg Citizens Raise $20,000 For 'Y'","1-Mar-47","New Journal and Guide (1916-)","ProQuest Historical Newspapers: Norfolk Journal and Guide","https://www.proquest.com/historical-newspapers/lynchburg-citizens-raise-20-000-y/docview/567790265/se-2?accountid=14696","For the first time in the history of Lynchburg, the Negro citizens have raised over $20,000 for a civic enterprise--a new Hunton Branch YMCA build-...","567790265","Spencer, L","article",NA,NA,"bp243_Lynchburg Citizens Raise $20,000 For 'Y'"
"273",320,"bp326","VIRGINIA: ROANOKE","8-Apr-44","The Chicago Defender (National edition) (1921-1967)","ProQuest Historical Newspapers: Chicago Defender","https://www.proquest.com/historical-newspapers/virginia/docview/492690477/se-2?accountid=14696","One of the most hopeful evidence of a new day in the thinking of Negro leadership was the recent youth conference held in Lynchburg, Va. Students and representatives from 12 high schools in the state of Virginia gathered at the Dunbar high school in Lynchburg...","492690477","Lawson, Sadie V","article","2572-5319","17","bp326_VIRGINIA: ROANOKE"
"274",326,"bp332","12 Women Commissioned Third Officers In WAAC","5-Jun-43","New Journal and Guide (1916-)","ProQuest Historical Newspapers: Norfolk Journal and Guide","https://www.proquest.com/historical-newspapers/12-women-commissioned-third-officers-waac/docview/567720229/se-2?accountid=14696","Third Officer Muriel K. Fawcett iof 622 Jackson street. Lynchburg. Va., was one of 12 Negro women who were graduated from Officer Candidate School and commins","567720229",NA,"article",NA,NA,"bp332_12 Women Commissioned Third Officers In WAAC"
"275",368,"bp374","LYNCH: SPORTS EVENTS","30-Nov-40","The Chicago Defender (National edition) (1921-1967)","ProQuest Historical Newspapers: Chicago Defender","https://www.proquest.com/historical-newspapers/lynch/docview/492573068/se-2?accountid=14696","The Lynch colored high school was engaged in a football game Saturday afternoon with Lincoln high school of Middlesboro, Ky. Lynch made the winning scores of 7-0. A social followed.","492573068","Powell, Buena","article","2572-5319","9","bp374_LYNCH: SPORTS EVENTS"
"276",421,"bp427","LYNCHBUR GERS CAMPAIGN FOR MORE INDUSTRIAL JOBS: CHAMBER OF COMMERCE OFFICIAL GETS PLEA AT MEETING","23-Jan-37","New Journal and Guide (1916-)","ProQuest Historical Newspapers: Norfolk Journal and Guide","https://www.proquest.com/historical-newspapers/lynchbur-gers-campaign-more-industrial-jobs/docview/567414730/se-2?accountid=14696","Inquiry into what the Lynchburg Chamber of Commerce is doing to improve employment opportunities for Negroes was made by Prof. H. A. M....","567414730","Special to Journal and Guide","article",NA,NA,"bp427_LYNCHBUR GERS CAMPAIGN FOR MORE INDUSTRIAL JOBS: CHAMBER OF COMMERCE OFFICIAL GETS PLEA AT MEETING"
"277",422,"bp428","LYNCHBURGERS ASK FOR MORE INDUSTRIAL JOBS","23-Jan-37","New Journal and Guide (1916-)","ProQuest Historical Newspapers: Norfolk Journal and Guide","https://www.proquest.com/historical-newspapers/lynchburgers-ask-more-industrial-jobs/docview/567327920/se-2?accountid=14696","Inquiry into what the Lynchburg Chamber of Commerce is doing to improve employment opportunities for Negroes was made by Prof. H. A. M....","567327920","Special to Journal and Guide","article",NA,NA,"bp428_LYNCHBURGERS ASK FOR MORE INDUSTRIAL JOBS"
"278",425,"bp431","Throngs See Negro Exhibit At Lynchburg Celebration: Many Floats Expected In Parade Friday Hampton Band of 50 Secured To Head Negro Group","17-Oct-36","New Journal and Guide (1916-)","ProQuest Historical Newspapers: Norfolk Journal and Guide","https://www.proquest.com/historical-newspapers/throngs-see-negro-exhibit-at-lynchburg/docview/567319073/se-2?accountid=14696","Approximately one thousand Negroes were in Lynchburg early this week to attend the Sesqui-Centennial. Among them were many persons...","567319073","Special to Journal and Guide","article",NA,NA,"bp431_Throngs See Negro Exhibit At Lynchburg Celebration: Many Floats Expected In Parade Friday Hampton Band of 50 Secured To Head Negro Group"
"279",490,"bp496","Seven Women Eulogized At Talk Contest: Without Mrs. Washington, Booker T. Could Not Have Made Tuskegee","14-Jun-34","Philadelphia Tribune (1912-)","ProQuest Historical Newspapers: Philadelphia Tribune","https://www.proquest.com/historical-newspapers/seven-women-eulogized-at-talk-contest/docview/531341435/se-2?accountid=14696","Six outstanding Negro women were culogized here last Sunday in an oratorical contest in which Mrs. Muriel Lynch, delivering an eulogy on the life of Hariet...","531341435",NA,"article","0746-956X",NA,"bp496_Seven Women Eulogized At Talk Contest: Without Mrs. Washington, Booker T. Could Not Have Made Tuskegee"
"280",525,"bp531","TRENTON","7-Oct-33","The Chicago Defender (National edition) (1921-1967)","ProQuest Historical Newspapers: Chicago Defender","https://www.proquest.com/historical-newspapers/trenton/docview/492409509/se-2?accountid=14696","  TRENTON, N. J., Oct. 6.--Judging of gardens entered in the backyard beautifying movement of the Y. M. C. A., Colored community work was conducted Saturday with the following results: C. L. Lynch of 98 Believue Ave. was awarded first place: Joseph Coles of 225 Church St., second: Mrs. William...","492409509","McCOY, CATHERINE L","article","2572-5319","20","bp531_TRENTON"
"281",526,"bp532","Trenton, N. J.","4-Oct-33","The New York Amsterdam News (1922-1938)","ProQuest Historical Newspapers: New York Amsterdam News","https://www.proquest.com/historical-newspapers/trenton-n-j/docview/226145584/se-2?accountid=14696","Judging of gardens entered in the Back Yard Beautifying Movement of the Y. M. C. A. Colored Community Work was conducted Saturday with the following results: C. L. Lynch, 98 Bellevue avenue, was awarded first place; Joseph Coles, 225 Church street, second; Mrs. William Hargett.","226145584",NA,"article",NA,NA,"bp532_Trenton, N. J."
